,index,song_gn_dtl_gnr_basket,issue_date,album_name,album_id,artist_id_basket,song_name,song_gn_gnr_basket,artist_name_basket,id
157863,158110,"['GN2502', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20120704,SPECTACULAR,2136112,[449941],별이 되어... (Someday...),GN2500,['제국의아이들 (ZE:A)'],158110
157906,158153,"['GN2502', 'GN0203', 'GN2501', 'GN2506', 'GN0201']",19981003,Special,5360,[100052],커플,GN2500,['젝스키스'],158153
157973,158220,"['GN0205', 'GN2501', 'GN2506', 'GN0201']",20171212,고구마 X 100개,10117369,"[994122, 1865260]",고구마 X 100개,GN2500,"['김소희', '시현']",158220
157996,158243,"['GN2502', 'GN0401', 'GN2501', 'GN0402']",20191212,MOMENT,10364037,[945663],Zzz,GN2500,['김재환'],158243
158034,158281,[],20191025,SOAR,10343751,[1865552],Bxxch (Feat. THEO) (PROD. GXXD),GN2500,['정진형'],158281
158099,158346,"['GN2502', 'GN2501', 'GN2506', 'GN0201']",20110314,왜 (Keep Your Head Down) REPACKAGE `이것만은 알고 가`,1201353,[108316],Honey Funny Bunny,GN2500,['동방신기 (TVXQ!)'],158346
158162,158409,"['GN2502', 'GN2501', 'GN0204', 'GN2506', 'GN0201']",20071205,Winter Story 2007,361588,[100078],Game,GN2500,['신화'],158409
158168,158415,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20110728,2NE1 2nd Mini Album,1356152,[406712],Don`t Stop The Music,GN2500,['2NE1'],158415
158322,158569,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20171012,RAINZ 1ST MINI ALBUM `SUNSHINE`,10101765,[1908321],All Night Kinda Night,GN2500,['레인즈 (RAINZ)'],158569
158379,158626,"['GN0401', 'GN2502', 'GN0403', 'GN2501']",20200330,SOULMATE,10409972,[2853299],낯설어,GN2500,"['H&D (한결, 도현)']",158626
158435,158682,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20100928,Mastermind,1028051,[436981],숨,GN2500,['비스트'],158682
158443,158690,"['GN2502', 'GN2501', 'GN0303', 'GN2504', 'GN0301']",20080227,The Great,368846,[198094],La La La,GN2500,['BIGBANG'],158690
158532,158779,"['GN2502', 'GN2501', 'GN2504', 'GN0301']",20190115,HUTAZONE,10242529,[30599],오늘 밤에 (With Melody),GN2500,['이민혁 (HUTA)'],158779
158552,158799,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20110428,Virgin,1258257,[322666],너 때문에 (2011 New Recordings),GN2500,['애프터스쿨'],158799
158581,158828,"['GN0401', 'GN2503', 'GN2501']",20170117,Don`t Say No - The 1st Mini Album,10031746,[401220],Magic,GN2500,['서현 (SEOHYUN)'],158828
158595,158842,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20130308,Just Go,2177531,[532321],Just Go,GN2500,['라니아'],158842
158606,158853,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20200413,LOOK,10416723,[534360],Be Myself,GN2500,['Apink (에이핑크)'],158853
158654,158901,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20111116,Brand New ELLY,2032647,[26265],웃기셔,GN2500,['서인영'],158901
158753,159000,"['GN0401', 'GN2502', 'GN0403', 'GN2501']",20180528,`The Story of Light` EP.1 - The 6th Album,10170914,[247639],안녕 (You & I),GN2500,['SHINee (샤이니)'],159000
158908,159155,"['GN2503', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20181212,The year of &#34;YES&#34;,10232038,[905701],AFTER MOON,GN2500,['TWICE (트와이스)'],159155
158921,159168,"['GN2502', 'GN0105', 'GN2501', 'GN0101']",20120131,Grown-Up,2072048,[226490],다 큰 남자가...,GN2500,['FTISLAND (FT아일랜드)'],159168
158933,159180,"['GN2502', 'GN2501', 'GN2506', 'GN0201']",20140203,First Sensibility,2229193,[623451],Bang X2,GN2500,['B.A.P'],159180
158950,159197,"['GN0205', 'GN2501', 'GN2506', 'GN0201']",20170501,199X,10059017,[1703266],GIRL GIRL GIRL,GN2500,"['트리플 H (현아, 펜타곤 (후이, 이던))']",159197
159008,159255,"['GN2502', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20160128,어린왕자 (The Little Prince) - The 1st Mini Album,2664381,[209406],알 수도 있는 사람 (People you may know),GN2500,['려욱 (RYEOWOOK)'],159255
159081,159329,"['GN2502', 'GN2501', 'GN2506', 'GN0201']",20150713,Just right,2328888,[751059],온몸이 반응해,GN2500,['GOT7 (갓세븐)'],159329
159147,159395,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20120912,립스틱 (LIPSTICK),2149881,[477632],Bubble Bath,GN2500,['오렌지 캬라멜'],159395
159161,159409,"['GN0104', 'GN2503', 'GN2501', 'GN0101', 'GN2505']",20070329,Blooming,348747,[222128],Don’t Be Shy,GN2500,['카라'],159409
159249,159497,"['GN2502', 'GN2501', 'GN2506', 'GN0201']",20170731,the.the.the,10084014,[1865258],Stay Here,GN2500,['용국&시현'],159497
159302,159550,"['GN2503', 'GN2501', 'GN0204', 'GN2506', 'GN0201']",20020215,Choose My Life-U,15920,[100016],Just A Feeling (Remix),GN2500,['S.E.S.'],159550
159335,159583,"['GN2503', 'GN2501', 'GN2504', 'GN0301']",20180129,The Perfect Red Velvet - The 2nd Album Repackage,10134032,[780066],Attaboy,GN2500,['Red Velvet (레드벨벳)'],159583
159375,159623,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20181029,COLOR*IZ,10217163,[2398653],라비앙로즈 (La Vie en Rose),GN2500,['IZ*ONE (아이즈원)'],159623
159388,159636,"['GN2502', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20170731,the.the.the,10084014,[1865258],Wonderland,GN2500,['용국&시현'],159636
159454,159702,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20190305,FOCUS,10257140,[2631585],LOVE TALK,GN2500,['Jus2 (저스투)'],159702
159725,159973,"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20121109,We Don`t Stop,2165807,[686679],Sweet Love (Feat. 김연우),GN2500,['피에스타'],159973
159876,160124,"['GN0105', 'GN2505', 'GN2501', 'GN0101', 'GN2503']",20161215,Dear,10023410,[534360],"그 봄날, 이 가을",GN2500,['Apink (에이핑크)'],160124
159883,160131,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20160420,SHINee WORLD IV - The 4th Concert Album,2680483,[247639],Lucky Star (Korean Ver.),GN2500,['SHINee (샤이니)'],160131
159906,160154,"['GN2502', 'GN2501', 'GN2504', 'GN0301']",20150817,Mini Album `Beautiful Liar`,2334954,[882304],My Light (Song by 빅스),GN2500,['빅스LR'],160154
159915,160163,"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20180820,[+ +],10191989,[1229429],+ +,GN2500,['이달의 소녀'],160163
159985,160234,"['GN2502', 'GN0401', 'GN0403', 'GN2501']",20120601,MYNAME 1st Single,2124595,[576851],Hello & Goodbye,GN2500,['마이네임'],160234
160074,160323,"['GN2503', 'GN2501', 'GN0101', 'GN2505']",20160311,덕수궁 돌담길의 봄 - SM STATION,2672488,[429140],덕수궁 돌담길의 봄 (Feat. 10cm) (Inst.),GN2500,['윤아 (YOONA)'],160323
160160,160409,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20170515,SIGNAL,10062172,[905701],ONLY 너,GN2500,['TWICE (트와이스)'],160409
160203,160452,"['GN0105', 'GN2505', 'GN2501', 'GN0101', 'GN2503']",20180129,Faces of Love,10131396,[514741],너는 밤새도록,GN2500,['수지 (SUZY)'],160452
160380,160629,"['GN0401', 'GN0403', 'GN0402']",20171015,Tru,10102291,[1865552],Tru (Feat. Sik-K),GN2500,['정진형'],160629
160442,160691,"['GN2503', 'GN0601', 'GN2501', 'GN0606']",20130408,Romantic Spring,2180373,"[428821, 531835]",2시의 데이트 (Inst.),GN2500,"['가인', '조형우']",160691
160513,160762,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20150414,품행제로,2313837,[858846],찰리채플린,GN2500,['블락비 바스타즈'],160762
160515,160764,"['GN0401', 'GN2502', 'GN0403', 'GN2501']",20171010,7 for 7,10100724,[751059],Remember You,GN2500,['GOT7 (갓세븐)'],160764
160670,160919,"['GN2502', 'GN2501', 'GN2506', 'GN0201']",20060712,The 1st Live Concert: Rising Sun,321891,[108316],Here comes TVXQ!,GN2500,['동방신기 (TVXQ!)'],160919
160732,160981,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20171228,Chuu,10123637,[1229429],Heart Attack (츄),GN2500,['이달의 소녀'],160981
160877,161127,"['GN0105', 'GN2505', 'GN2501', 'GN0101', 'GN2503']",20170804,Holiday Night - The 6th Album,10085546,[228069],Light Up the Sky,GN2500,['소녀시대 (GIRLS` GENERATION)'],161127
160918,161168,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20190507,A New Journey,10281879,[672263],Rain,GN2500,['남우현'],161168
160934,161184,"['GN2502', 'GN0203', 'GN2501', 'GN2506', 'GN0201']",19970514,학원별곡,5368,[100052],연정 (Remix),GN2500,['젝스키스'],161184
160950,161200,"['GN2502', 'GN2501', 'GN0302', 'GN2504', 'GN0301']",20180105,RAVI 1st MIXTAPE `R.EBIRTH 2016`,10125845,[673448],자각몽 (Feat. MICRODOT),GN2500,['라비(RAVI)'],161200
161038,161288,"['GN2502', 'GN2501', 'GN2504', 'GN0301']",20170918,LOVE YOURSELF 承 `Her`,10097112,[672375],Best Of Me,GN2500,['방탄소년단'],161288
161113,161363,"['GN2502', 'GN0601', 'GN2501', 'GN0606']",20120910,FIVE TREASURE BOX,2149653,[226490],LIFE,GN2500,['FTISLAND (FT아일랜드)'],161363
161232,161482,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20190507,A New Journey,10281879,[672263],Hold On Me (Feat. Junoflo),GN2500,['남우현'],161482
161257,161507,"['GN2502', 'GN2501', 'GN0204', 'GN2506', 'GN0201']",20050912,Rising Sun,307424,[108316],Dangerous Mind,GN2500,['동방신기 (TVXQ!)'],161507
161275,161525,"['GN2502', 'GN0401', 'GN0403', 'GN2501']",20170410,HIGH FIVE,10053467,[483581],Mirror,GN2500,['틴탑'],161525
161398,161648,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20160504,아이오아이 (I.O.I) 1st Mini Album `Chrysalis`,2683309,[960251],Crush,GN2500,['아이오아이 (I.O.I)'],161648
161472,161722,"['GN0401', 'GN2502', 'GN0403', 'GN2501']",20190102,너에게 취해 (Drunk on love) - The 2nd Mini Album,10238425,[209406],우리의 거리 (One and Only),GN2500,['려욱 (RYEOWOOK)'],161722
161531,161781,"['GN2502', 'GN2501', 'GN0303', 'GN2504', 'GN0301']",20180308,Big wave,10145978,[648052],멋진 구두 (Fancy shoes remastered ver.),GN2500,['정일훈'],161781
161648,161898,"['GN0105', 'GN2505', 'GN2501', 'GN0101', 'GN2503']",20171030,twicetagram,10107114,[905701],잘자요 굿나잇,GN2500,['TWICE (트와이스)'],161898
161689,161939,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20191127,OBSESSION - The 6th Album,10357878,[724619],Ya Ya Ya,GN2500,['EXO'],161939
161707,161957,"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20170731,밥 영화 카페,10084076,[672337],밥 영화 카페 (Feat. Aron Of NU`EST),GN2500,['레이나 (Raina)'],161957
161813,162064,"['GN0205', 'GN2501', 'GN2506', 'GN0201']",20170216,K.A.R.D Project Vol.2 `Don`t Recall`,10039215,[1271812],Don`t Recall,GN2500,['카드 (KARD)'],162064
161844,162095,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20190107,PERCENT,10239951,[534360],줄다리기,GN2500,['Apink (에이핑크)'],162095
161874,162125,"['GN0302', 'GN0303', 'GN0301', 'GN2502', 'GN2501', 'GN2504']",19981100,One Time For Your Mind,3490,[100001],뭘 위한 세상인가,GN2500,['원타임'],162125
161917,162168,"['GN0105', 'GN2505', 'GN2501', 'GN0101', 'GN2503']",20160418,Dream,2680009,[644871],사랑이란,GN2500,['정은지'],162168
162175,162426,"['GN0105', 'GN2505', 'GN2501', 'GN0101', 'GN2503']",20100805,Hurricane Venus,978853,[2165],Don`t Know What To Say,GN2500,['보아 (BoA)'],162426
162196,162447,"['GN2502', 'GN2501', 'GN0204', 'GN2506', 'GN0201']",20080403,신화 9집,375139,[100078],So In Love,GN2500,['신화'],162447
162239,162490,"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20150209,요즘 너 때문에 난,2303108,[773603],요즘 너 때문에 난,GN2500,['베리굿 (Berry Good)'],162490
162351,162602,"['GN0203', 'GN2503', 'GN2501', 'GN2506', 'GN0201']",20020423,Baby V.O.X Special Album,16345,[100032],꽃무늬 비키니,GN2500,['베이비 복스'],162602
162367,162618,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20190529,ME(美),10291695,[839579],ME(美),GN2500,['CLC'],162618
162462,162713,"['GN2502', 'GN2501', 'GN2504', 'GN0301']",20150713,Just right,2328888,[751059],Mine,GN2500,['GOT7 (갓세븐)'],162713
162469,162720,"['GN2502', 'GN2501', 'GN0303', 'GN2504', 'GN0301']",20140514,Skool Luv Affair Special Addition,2256072,[672375],상남자 (Boy In Luv),GN2500,['방탄소년단'],162720
162532,162783,"['GN2502', 'GN0601', 'GN2501', 'GN0606']",20151126,JUNG YONG HWA 1ST CONCERT `ONE FINE DAY`,2653077,[20908],Treasure,GN2500,['정용화 (CNBLUE)'],162783
162575,162826,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20131014,The 5th Mini Album `Everybody`,2210329,[247639],Colorful,GN2500,['SHINee (샤이니)'],162826
162639,162890,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20140113,Good Morning Baby,2225857,[534360],Good Morning Baby,GN2500,['Apink (에이핑크)'],162890
162668,162919,"['GN2502', 'GN2501', 'GN0101', 'GN2505']",20060511,State Of The Art,318167,[100078],약한 남자,GN2500,['신화'],162919
162719,162970,"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20180402,내일해,10153623,[630454],내일해 (Inst.),GN2500,['EXID'],162970
162806,163057,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20171031,Max & Match,10107086,[1910699],Sweet Crazy Love,GN2500,['이달의 소녀 오드아이써클'],163057
162851,163102,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20170822,LOVE GENERATION,10089773,[890286],DARLING MY SUGAR (L.U.B Ver.),GN2500,['DIA (다이아)'],163102
162880,163131,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20180119,Hey,10130467,[687001],Hey,GN2500,['지민 (AOA)'],163131
162979,163230,"['GN2502', 'GN0104', 'GN2501', 'GN0101', 'GN2505']",20080919,The Fourth Album `MIROTIC`,397972,[108316],잊혀진 계절,GN2500,['동방신기 (TVXQ!)'],163230
162985,163236,"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20091029,Sound-G Sign,707651,[181694],Sign (Junjaman Remix),GN2500,['브라운아이드걸스'],163236
163038,163289,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20111018,Moving In Secret,2020148,[435121],사랑은 Move,GN2500,['시크릿'],163289
163125,163377,"['GN2502', 'GN2501', 'GN2504', 'GN0301']",20180824,LOVE YOURSELF 結 `Answer`,10197480,[672375],IDOL (Feat. Nicki Minaj),GN2500,['방탄소년단'],163377
163255,163507,"['GN2502', 'GN2501', 'GN2504', 'GN0301']",20151224,WELCOME BACK,2658619,[895741],왜 또,GN2500,['iKON'],163507
163273,163525,"['GN2502', 'GN2501', 'GN0302', 'GN2504', 'GN0301']",20181123,NCT #127 Regulate - The 1st Album Repackage,10225508,[991413],Simon Says,GN2500,['NCT 127'],163525
163310,163562,"['GN2502', 'GN2501', 'GN2506', 'GN0201']",19990900,I yah!,5277,[100008],아이들 & News,GN2500,['H.O.T.'],163562
163325,163577,"['GN2502', 'GN0401', 'GN2501', 'GN0402']",20191025,SOAR,10343751,[1865552],Emergency (Feat. Ryan Hemsworth) (PROD. GXXD),GN2500,['정진형'],163577
163551,163803,"['GN0104', 'GN2503', 'GN2501', 'GN0101', 'GN2505']",20001016,Now,417,[100065],Dear Man,GN2500,['핑클 (Fin.K.L)'],163803
163624,163876,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20140106,TVXQ! The 7th Album `TENSE`,2224087,[108316],항상 곁에 있을게 (Always With You),GN2500,['동방신기 (TVXQ!)'],163876
163661,163913,"['GN2502', 'GN0401', 'GN0403', 'GN2501']",20190809,I LUV U,10316711,[710006],I LUV U,GN2500,['헨리 (HENRY)'],163913
163669,163921,"['GN2502', 'GN2501', 'GN0101', 'GN2505']",20041208,보통날,43691,[100007],자유,GN2500,['god'],163921
163701,163953,"['GN2503', 'GN2501', 'GN0101', 'GN2505']",20170808,WEME,10086118,[1816806],My World,GN2500,['위키미키 (Weki Meki)'],163953
163725,163977,"['GN2502', 'GN2501', 'GN0101', 'GN2505']",20190122,김형석 with Friends Pop & Pop Collaboration #3 NIEL(TEEN TOP) X Charles Jang,10244885,[672543],너의 뒤에서,GN2500,['니엘'],163977
163760,164013,"['GN2502', 'GN2501', 'GN2506', 'GN0201']",20160609,EX`ACT - The 3rd Album,2689855,[724619],Monster (Inst.),GN2500,['EXO'],164013
163765,164018,"['GN2502', 'GN2501', 'GN0303', 'GN2504', 'GN0301']",20150804,Fantastic,2332952,[725991],Fantastic (Feat. Mandy Ventrice),GN2500,['RM'],164018
163831,164084,"['GN2502', 'GN2501', 'GN0204', 'GN2506', 'GN0201']",20040818,The Way U Are (The 2nd Storybook),35382,[108316],The Way U Are,GN2500,['동방신기 (TVXQ!)'],164084
163858,164111,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20140217,뛰뛰빵빵,2233451,[647971],뛰뛰빵빵,GN2500,['비투비'],164111
163961,164214,"['GN2502', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20171016,Brother Act.,10102658,[647971],이별을 만나다,GN2500,['비투비'],164214
163989,164242,"['GN2502', 'GN2501', 'GN0302', 'GN2504', 'GN0301']",20200117,MAP OF THE SOUL : 7,10377346,[672375],Black Swan,GN2500,['방탄소년단'],164242
164036,164290,"['GN2503', 'GN2501', 'GN0204', 'GN2506', 'GN0201']",20080723,Elly Is Cinderella,390270,[26265],I Like It (Feat. Crown J),GN2500,['서인영'],164290
164181,164436,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20130603,The 1st Album XOXO (KISS＆HUG),2187253,[724619],狼與美女 (Wolf) (Korean Ver.),GN2500,['EXO'],164436
164355,164611,"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20180124,To. Heart,10132496,[2019210],나에게로 오는 길 (Intro.),GN2500,['프로미스나인'],164611
164401,164657,"['GN2503', 'GN2501', 'GN0101', 'GN2505']",20180718,Blooming Blue,10186254,[968265],From Now On,GN2500,['청하'],164657
164414,164670,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20131128,Chapter II,2218438,[459644],니가 뭔데 (What Are You?),GN2500,['DGNA (대국남아)'],164670
164548,164804,"['GN2502', 'GN0601', 'GN2501']",20040116,The Best Of Click-B,33710,[100070],보랏빛향기,GN2500,['클릭비 (Click-B)'],164804
164644,164900,"['GN2502', 'GN0601', 'GN2501', 'GN0606']",20150323,I WILL,2309393,[226490],Black Chocolate,GN2500,['FTISLAND (FT아일랜드)'],164900
164704,164960,"['GN2502', 'GN2501', 'GN0101', 'GN2505']",20140402,The 2nd Concert Album `SHINee WORLD Ⅱ In Seoul`,2247875,[247639],Amazing Grace,GN2500,['SHINee (샤이니)'],164960
164728,164984,"['GN2502', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20190617,MUSE,10297350,[673447],MUSE,GN2500,['레오(LEO)'],164984
164772,165028,"['GN2502', 'GN0601', 'GN2501', 'GN0605']",20071203,The Refreshment (Special Album),361533,[226490],FTIsland,GN2500,['FTISLAND (FT아일랜드)'],165028
164901,165157,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20140814,FEEL,2274672,[602193],HEY YOU (Korean Ver.),GN2500,['준호 (2PM)'],165157
164986,165242,"['GN0105', 'GN2505', 'GN2501', 'GN0101', 'GN2503']",20140808,Brown Eyed Girls BEST - Special Moments,2273055,[181694],너에게 속았다,GN2500,['브라운아이드걸스'],165242
165006,165262,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20111006,내 여자 손대지마,2016246,[541500],점점점 (It`s U),GN2500,['보이프렌드'],165262
165033,165289,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20160217,Q is.,2667560,[640891],여왕의 기사,GN2500,['뉴이스트'],165289
165090,165346,"['GN2502', 'GN0601', 'GN2501', 'GN0605']",20070608,Cheerful Sensibility,352436,[226490],사랑앓이,GN2500,['FTISLAND (FT아일랜드)'],165346
165308,165566,"['GN2503', 'GN2501', 'GN0303', 'GN2504', 'GN0301']",20190926,잠들기 전 전화해,10332506,[428829],잠들기 전 전화해 (Feat. 기리보이),GN2500,['Jessica (제시카)'],165566
165449,165707,"['GN2502', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20131016,She,2210973,[421340],휴..,GN2500,['허영생'],165707
165498,165757,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20120520,Bounce,2124582,[672041],이 노래가 끝나기 전에 (Feat. 수지),GN2500,['JJ Project'],165757
165500,165759,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20170104,에이프릴(APRIL) 3rd Mini Album `Prelude`,10028119,[882818],Muah! (Special Ver.),GN2500,['에이프릴 (APRIL)'],165759
165559,165818,"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20130411,2011 Girls Generation Tour,2181275,[228069],Girl`s Carnival,GN2500,['소녀시대 (GIRLS` GENERATION)'],165818
165594,165853,"['GN2502', 'GN2501', 'GN0303', 'GN2504', 'GN0301']",20170118,박경 1st MINI ALBUM `NOTEBOOK`,10032001,[650832],자격지심 (Feat. 은하 Of 여자친구),GN2500,['박경'],165853
165673,165932,"['GN2502', 'GN2501', 'GN0101', 'GN2505']",20040120,JTL The 1st Live Concert - Limited Edition,33733,[101448],One Night Lover,GN2500,['JTL'],165932
165725,165984,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20120603,BIGBANG SPECIAL EDITION `STILL ALIVE`,2125847,[198094],빙글빙글,GN2500,['BIGBANG'],165984
165752,166011,"['GN2503', 'GN2501', 'GN0204', 'GN2506', 'GN0201']",20010711,Surprise,2653,[100016],Little Bird,GN2500,['S.E.S.'],166011
165767,166026,"['GN2502', 'GN2501', 'GN0303', 'GN2504', 'GN0301']",20000421,2nd Round,3493,[100001],21세기란게 뭐야,GN2500,['원타임'],166026
165768,166027,"['GN2502', 'GN0601', 'GN2501', 'GN0605']",20090716,Cross & Change,605252,[226490],꼭은 아니더라도,GN2500,['FTISLAND (FT아일랜드)'],166027
165840,166099,"['GN2502', 'GN0601', 'GN2501', 'GN0606']",20170508,Every DAY6 May,10060034,[894864],DANCE DANCE,GN2500,['DAY6 (데이식스)'],166099
165902,166161,"['GN2502', 'GN2501', 'GN0303', 'GN2504', 'GN0301']",20161213,MADE,10022709,[198094],쩔어 (GD&T.O.P),GN2500,['BIGBANG'],166161
165951,166210,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20170728,Choerry,10083437,[1229429],"Puzzle (진솔, 최리)",GN2500,['이달의 소녀'],166210
165982,166241,"['GN0401', 'GN2502', 'GN0403', 'GN2501']",20170410,HIGH FIVE,10053467,[483581],You & I,GN2500,['틴탑'],166241
166168,166429,"['GN2503', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20100825,가식걸,1003278,[473181],약한 남자 싫어,GN2500,['씨스타'],166429
166192,166453,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20140708,Chapter 8,2263804,[100007],Saturday Night,GN2500,['god'],166453
166233,166494,"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20140721,TOUCH N MOVE,2268221,[473181],OK GO!,GN2500,['씨스타'],166494
166354,166616,"['GN0104', 'GN2502', 'GN2501', 'GN0101', 'GN2505']",20081112,The Fourth Album `MIROTIC` (Special Edition),411651,[108316],Love In The Ice,GN2500,['동방신기 (TVXQ!)'],166616
166414,166676,"['GN2503', 'GN2501', 'GN0204', 'GN2506', 'GN0201']",20071101,소녀시대,360075,[228069],Baby Baby,GN2500,['소녀시대 (GIRLS` GENERATION)'],166676
166430,166692,"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20190304,I Wanna Be - The 1st Album Repackage,10256412,[614026],미워 (The Duty of Love),GN2500,['키 (KEY)'],166692
166465,166727,"['GN2502', 'GN2501', 'GN0101', 'GN2505']",20130225,No.1,2176269,[483581],Never Go Back,GN2500,['틴탑'],166727
166478,166740,"['GN2502', 'GN2501', 'GN0303', 'GN2504', 'GN0301']",20070208,The Real (1st 라이브 콘서트 앨범),344524,[198094],This Love,GN2500,['BIGBANG'],166740
166535,166797,"['GN2502', 'GN0105', 'GN2501', 'GN0101']",20041206,Christmas Gift From 동방신기(東方神起),301372,[108316],고요한밤 거룩한밤 (Silent Night Holy Night),GN2500,['동방신기 (TVXQ!)'],166797
166541,166803,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20180720,바다보러갈래 (SEE SEA),10187136,[573812],바다보러갈래 (SEE SEA),GN2500,['효린'],166803
166580,166842,"['GN2503', 'GN2501', 'GN0101', 'GN2505']",20140731,Me?,2270960,[602471],다운 (Nothing Lasts Forever),GN2500,['핫펠트 (HA:TFELT)'],166842
166594,166856,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20120222,Brave Girls` : Second Mini Album `Re-Issue`,2083666,[531700],B`Girls Are Back,GN2500,['브레이브걸스'],166856
166685,166947,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20180709,Summer Nights,10183127,[905701],DEJAVU,GN2500,['TWICE (트와이스)'],166947
166696,166958,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20150622,SHAKE IT,2325345,[473181],애처럼 굴지마 (Feat. 기리보이),GN2500,['씨스타'],166958
166857,167119,"['GN2502', 'GN0601', 'GN2501', 'GN0605']",20070608,Cheerful Sensibility,352436,[226490],Ft Island,GN2500,['FTISLAND (FT아일랜드)'],167119
167028,167290,"['GN0401', 'GN2502', 'GN0403', 'GN0402', 'GN2501']",20150803,Married To The Music - The 4th Album Repackage,2332709,[247639],Trigger,GN2500,['SHINee (샤이니)'],167290
167351,167616,"['GN2502', 'GN2501', 'GN2504', 'GN0301']",20061122,BigBang 3 (Single),333501,[198094],Victory (Intro),GN2500,['BIGBANG'],167616
167357,167622,"['GN2502', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20190327,Genie:us,10266827,[1201990],그 순간 그때까지 (Ballad Unit),GN2500,['펜타곤'],167622
167413,167678,"['GN0105', 'GN2505', 'GN2501', 'GN0101', 'GN2503']",20130729,Black Box,2194702,[181694],Good Fellas,GN2500,['브라운아이드걸스'],167678
167438,167703,"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20170801,여자친구 The 5th Mini Album `PARALLEL`,10084442,[828478],빨간우산 (RED UMBRELLA),GN2500,['여자친구 (GFRIEND)'],167703
