,index,song_gn_dtl_gnr_basket,issue_date,album_name,album_id,artist_id_basket,song_name,song_gn_gnr_basket,artist_name_basket,id
189080,189382,['GN2701'],20200327,When The Morning Breaks (feat. EKE),10408783,"[2060161, 1060105]",When The Morning Breaks (feat. EKE),GN2700,"['Nightcall', 'Henri Purnell']",189382
189409,189711,"['GN2701', 'GN2703']",20190111,Knowledge of Self,10241004,[868715],Dead,GN2700,['Craze'],189711
189936,190238,"['GN2701', 'GN2703']",20180201,Red Line Highway,10134527,"[432107, 717276]",Red Line Highway (Factor B`s Back To The Future Remix),GN2700,"['Solarstone', 'Scott Bond']",190238
190644,190946,['GN2701'],20191101,Feel Like (17) (feat. Conan Mac),10345642,"[941248, 891580, 2752663]",Feel Like (17) (feat. Conan Mac),GN2700,"['Ashton Love', 'MPV', '4Beats']",190946
190933,191235,"['GN2701', 'GN2704']",20190426,Neon Future III,10277731,[487524],Waste It On Me (feat. BTS (방탄소년단)),GN2700,['Steve Aoki'],191235
191604,191906,['GN2701'],20200327,Happy for You (feat. Kaylow & DJ Sumbody),10408621,[870012],Happy for You (feat. Kaylow & DJ Sumbody),GN2700,['Junior Taurus'],191906
191658,191960,"['GN2701', 'GN2703']",20190905,15 Years,10325675,"[524660, 524663]",You Belong To Me (Remaster 2019),GN2700,"['Bobina', 'Betsie Larkin']",191960
192139,192443,"['GN2701', 'GN2703']",20181109,No Tourists,10220296,[105490],Light Up the Sky,GN2700,['The Prodigy'],192443
193249,193554,['GN2701'],20190524,Play It Cool (DVBBS Remix),10288982,"[487524, 791216]",Play It Cool (DVBBS Remix),GN2700,"['Steve Aoki', '몬스타엑스']",193554
194018,194323,['GN2701'],20190426,Addicted (feat. Violet Days) (The Remixes),10280141,[781398],Addicted (feat. Violet Days),GN2700,['Shaun Frank'],194323
194149,194454,['GN2701'],20190524,Play It Cool (Quintino Remix),10288758,"[487524, 791216]",Play It Cool (Quintino Remix),GN2700,"['Steve Aoki', '몬스타엑스']",194454
194615,194920,"['GN2701', 'GN2703']",20190426,2 MUCH (feat. 24hrs) (Carbin Remix),10280142,[721454],2 MUCH (feat. 24hrs) (Carbin Remix),GN2700,['Flosstradamus'],194920
194837,195142,"['GN2701', 'GN2703', 'GN2704']",20190510,Surga,10283070,[43140],Surga,GN2700,['Gouryella'],195142
194869,195174,"['GN2701', 'GN2703', 'GN2704']",20180719,Happy Now,10041642,"[644353, 860988]",Stay,GN2700,"['Zedd', 'Alessia Cara']",195174
194884,195189,['GN2701'],20200320,New High (feat. Tyler Graves),10409159,[2861974],New High (feat. Tyler Graves),GN2700,['Coast Club'],195189
196983,197293,['GN1101'],20191219,The Ultimate Seduction,10366559,"[43122, 2128276]",The Ultimate Seduction,GN2700,"['Armin Van Buuren', 'The Ultimate Seduction']",197293
197521,197832,['GN2701'],20191101,Sweater Weather,10346286,"[2590730, 540217]",Sweater Weather,GN2700,"['Gaullin', 'Julian Perretta']",197832
197822,198134,['GN2701'],20191115,If It Was Up To Me (feat. MAJRO),10352333,[2754849],If It Was Up To Me (feat. MAJRO),GN2700,['Yanic'],198134
198897,199210,['GN2701'],20200110,Swing (feat. Allday),10373757,[990703],Swing (feat. Allday),GN2700,['Sofi Tukker'],199210
199408,199721,['GN2701'],20191206,Ridge,10361305,"[2750492, 2210213]",Ridge,GN2700,"['Fiin', 'MIICHII']",199721
199429,199742,['GN2701'],20190531,Devil Inside Me (feat. KARRA) (Download Ver.),10292814,"[772152, 775703]",Devil Inside Me (feat. KARRA),GN2700,"['Kshmr', 'Kaaze']",199742
200100,200414,"['GN2701', 'GN2703']",20190201,Meatball Parm,10248034,"[911329, 1129385]",Meatball Parm,GN2700,"['Space Jesus', 'Conrank']",200414
200178,200492,['GN2701'],20190419,Selfish (The Remixes),10275334,"[751063, 959878]",Selfish (M-22 Remix),GN2700,"['Dimitri Vegas & Like Mike', 'Era Istrefi']",200492
200374,200688,['GN2701'],20200403,Is It Real? (feat. Salena Mastroianni) [Remixes],10417030,"[713102, 751882, 979898]",Is It Real? (feat. Salena Mastroianni),GN2700,"['Tobtok', 'Simon Field', 'Oliver Nelson']",200688
200418,200732,"['GN2701', 'GN2703']",20190418,See You Again,10275102,"[731626, 2400593]",See You Again (Dance Mix) (feat. Michele C),GN2700,"['DJ T.H.', 'Nadi Sunrise']",200732
200603,200917,[],20190607,Tattooed Heart,10372908,"[1059374, 2762425]",Tattooed Heart,GN2700,"['Jason Thurell', 'Nazzereene']",200917
201477,201795,"['GN2701', 'GN2703', 'GN2704']",20191127,Don&#39;t Let Me Go,10357306,[43122],Don&#39;t Let Me Go (Feat. Matluck),GN2700,['Armin Van Buuren'],201795
202999,203321,['GN2701'],20190614,Walk Me Home (The Remixes 2),10296329,[10385],Walk Me Home (Until Dawn Remix),GN2700,['Pink'],203321
204258,204582,"['GN2701', 'GN2704']",20190517,Are You Lonely (feat. IS&#193;K) (Remixes),10285783,"[487524, 943471]",Are You Lonely (feat. IS&#193;K) (YUAN Remix),GN2700,"['Steve Aoki', 'Alan Walker']",204582
204436,204761,"['GN2701', 'GN2703', 'GN2704']",20180713,Satisfied (Feat. MAX) / Mama Look At Me Now,10184385,[743961],Mama Look At Me Now,GN2700,['Galantis'],204761
204652,204977,"['GN2701', 'GN2703']",20190726,Solar System / Siren,10310912,[222309],Solar System,GN2700,['Sub Focus'],204977
205306,205631,"['GN2701', 'GN2703', 'GN2704']",20190125,Get My Love (NCS),10245420,[1228860],Get My Love,GN2700,['Niviro'],205631
205444,205769,"['GN2701', 'GN2703']",20181005,Light Up the Sky,10211059,[105490],Light Up the Sky,GN2700,['The Prodigy'],205769
205688,206013,['GN2701'],20190405,Feel So Good (Download Ver.),10270456,[2631332],Feel So Good,GN2700,['Josh Charm'],206013
205719,206044,"['GN2701', 'GN2703', 'GN2704']",20190815,Stickup,10317803,[43122],Stickup,GN2700,['Armin Van Buuren'],206044
205789,206115,['GN2701'],20190426,Ultra 2019,10278788,[721454],2 MUCH (feat. 24hrs),GN2700,['Flosstradamus'],206115
207195,207521,"['GN2701', 'GN2703']",20180205,Breaking Waves,10136075,"[891841, 2085260]",Breaking Waves,GN2700,"['Ruslan Radriges', 'Lucid Blue']",207521
208011,208338,"['GN2701', 'GN2703']",20190110,We Knew We Could,10240886,[2620163],We Knew We Could,GN2700,['SHAKED'],208338
208655,208983,['GN2701'],20190823,My Best Life (feat. Mike Waters) [Club Mix] (Download Ver.),10322092,[772152],My Best Life (feat. Mike Waters) [Club Mix],GN2700,['Kshmr'],208983
208885,209214,"['GN2701', 'GN2703']",20180123,Black Hole Trance Music 01-18,10131350,[934373],Revolution (Extended Mix),GN2700,['The Cracken'],209214
208994,209324,"['GN2701', 'GN2703']",20190517,Untz Untz,10285986,"[751063, 861255, 195960]",Untz Untz,GN2700,"['Dimitri Vegas & Like Mike', 'Vini Vici', 'Liquid Soul']",209324
209109,209440,['GN2701'],20200124,Zabana (Streaming Ver.),10379554,[2635951],Zabana,GN2700,['Randall'],209440
210931,211266,['GN2701'],20200313,Back In Those Days (feat. Neptunica & LIZOT),10402495,[2570213],Back In Those Days (feat. Neptunica & LIZOT),GN2700,['Georgie Keller'],211266
211067,211402,"['GN2701', 'GN2703']",20190816,Mezzanine,10318130,[188321],Mezzanine,GN2700,['Gareth Emery'],211402
211083,211418,"['GN2701', 'GN2703']",20190829,Taking Over,10322607,[2744251],Taking Over,GN2700,['Steve Cherry'],211418
211341,211676,['GN2701'],20190509,"Vocal Radio Hits, Vol. 3",10282260,[2088078],Like This (Original Mix) (feat. Svrcina),GN2700,['Arcando'],211676
211539,211874,['GN2701'],20200221,Tecky Dream,10391720,"[51820, 2855414]",Tecky Dream,GN2700,"['Junior Jack', 'Pat BDS']",211874
211831,212167,"['GN2701', 'GN2703']",20190426,Find Your Harmony Radioshow #150 (Part 2) (Including Classic Mix By Andrew Rayel),10278687,"[2111890, 626831]",The Melody (FYH150 - Part 2),GN2700,"['NWYR', 'Andrew Rayel']",212167
211881,212217,['GN2701'],20190509,"Vocal Radio Hits, Vol. 3",10282260,[931873],Ballarena (Original Mix) (feat. Aleesia & Not From Mars),GN2700,['Savi'],212217
212284,212620,"['GN2701', 'GN2703']",20190215,Epoch,10251406,[994101],Epoch,GN2700,['Snavs'],212620
212704,213041,['GN1101'],20200417,Runaway,10418586,[2297820],Runaway,GN2700,['Le Dib'],213041
212802,213139,['GN2701'],20200410,2nite (Claudinho Brasil Remix),10414991,"[693851, 2059635]",2nite (Claudinho Brasil Remix),GN2700,"['Felguk', 'Claudinho Brasil']",213139
213317,213654,['GN2701'],20200227,Abracadabra,10411290,[2862386],Abracadabra,GN2700,['8453Music'],213654
213542,213879,"['GN2701', 'GN2703', 'GN2704']",20180420,Game Over,10159808,"[714465, 717714]",Game Over,GN2700,"['Martin Garrix', 'Loopers']",213879
213685,214022,"['GN2701', 'GN2704']",20191004,AVA (Streaming Ver.),10338684,[717258],AVA,GN2700,['Garmiani'],214022
214246,214583,['GN2701'],20200226,Expressing What Matters,10393562,[699322],Expressing What Matters,GN2700,['Disclosure'],214583
214308,214645,"['GN2701', 'GN2703', 'GN2704']",20190301,Yesterday (Streaming Ver.),10262587,"[766596, 785918]",Yesterday,GN2700,"['Vintage Culture', 'Pimpo Gama']",214645
216240,216581,['GN2701'],20191018,The Death Or Glory Sessions,10339658,[1023993],Death Or Glory,GN2700,['Adventure Club'],216581
216299,216640,"['GN2701', 'GN2703']",20190520,The Connection,10287081,[2633699],The Connection,GN2700,['FUTURECODE'],216640
217851,218194,['GN2701'],20190503,You Gotta Be (Remixes),10280845,[638271],You Gotta Be (Feat. Reigan) (Bombs Away VIP Remix),GN2700,['Bombs Away'],218194
218787,219134,"['GN2701', 'GN2703']",20190823,Emotions vs Reality,10320099,"[182209, 2113685]",Emotions vs Reality,GN2700,"['Woody Van Eyden', 'FAWZY']",219134
219855,220204,['GN1101'],20191218,EIFORYA (Bass Modulators Remix),10365874,"[43122, 626831]",EIFORYA (Bass Modulators Radio Edit),GN2700,"['Armin Van Buuren', 'Andrew Rayel']",220204
219867,220216,"['GN2701', 'GN2703']",20200207,My Mind (Streaming Ver.),10390618,"[897117, 881199]",My Mind,GN2700,"['Mari Ferrari', 'Kaskeiyp']",220216
220050,220399,"['GN2701', 'GN2703', 'GN2704']",20181102,Gam Gam,10217823,"[778905, 2398782]",Gam Gam,GN2700,"['Marnik', 'SMACK']",220399
220060,220409,['GN1101'],20200409,Flashbacks,10414269,"[724250, 2241158]",Flashbacks,GN2700,"['Sonny Fodera', 'Sonickraft']",220409
221629,221979,"['GN2701', 'GN2703', 'GN2704']",20181029,Intention,10216499,"[43122, 469024]",Popcorn,GN2700,"['Armin Van Buuren', 'Alexander Popov']",221979
221915,222265,"['GN2701', 'GN2704']",20191206,GOMF (Vanillaz Remix) (feat. BRIDGE),10361132,[727850],GOMF (Vanillaz Remix) (feat. BRIDGE),GN2700,['DVBBS'],222265
221925,222275,"['GN2701', 'GN2703']",20190211,Follow,10249666,"[772436, 2631015]",Follow,GN2700,"['Matto', 'Iveta']",222275
222632,222983,"['GN2701', 'GN2703']",20180525,No Boundaries,10170199,[531837],Not Alone (With Brian Laruso) (Feat. Angus Powell),GN2700,['Roger Shah'],222983
222704,223055,['GN2701'],20200327,Just Can`t Get Enough (Future Kings Remix),10411580,"[713102, 2638162]",Just Can`t Get Enough (Future Kings Remix),GN2700,"['Tobtok', 'Adam Griffin']",223055
223040,223391,"['GN2701', 'GN2703']",20190911,Hyperloop,10327333,"[2644891, 890031]",Hyperloop,GN2700,"['Greenice', 'Tim Tailor']",223391
223624,223975,['GN2701'],20191108,Activ8,10357038,[781398],Don`t Tell The Bank,GN2700,['Shaun Frank'],223975
224251,224605,['GN2701'],20190409,This Is Toolroom 2019,10271586,"[902444, 2114328]",She Don’t Know How (Original mix),GN2700,"['Frederick', 'Kusse']",224605
224372,224726,['GN2701'],20190726,Massive Dance,10315189,"[720284, 780919]",1999 (R3HAB Remix),GN2700,"['Charli XCX', 'Troye Sivan']",224726
225326,225681,['GN0901'],20200410,Rabbit Hole (Solardo Remix),10414925,"[787529, 559334]",Rabbit Hole (Solardo Remix),GN2700,"['Camelphat', 'Jem Cooke']",225681
225661,226016,['GN2701'],20191101,Let Me Down,10346530,[860473],Let Me Down,GN2700,['Kandy'],226016
226181,226537,"['GN2701', 'GN2703', 'GN2704']",20181002,Music Rescues Me (Feat. Plumb),10208122,[8277],Music Rescues Me (Feat. Plumb) (Pvd Club Mix),GN2700,['Paul Van Dyk'],226537
226252,226608,['GN2701'],20190619,resisDance 1,10297624,[2735739],Awning,GN2700,['Sven Holstein'],226608
226326,226682,['GN1101'],20200316,Emotional (feat. Gigi Da&#225;i),10403161,[1705489],Emotional (Feat. Gigi Da&#225;i),GN2700,['KIKKR'],226682
226821,227177,"['GN2701', 'GN2704']",20190114,Zombie Remixes,10241626,[719166],Zombie (Bassjackers Remix),GN2700,['Ran-D'],227177
227093,227450,"['GN2701', 'GN2703']",20180914,Worst (Feat. Johnny Yukon),10203815,[1815654],Worst (Feat. Johnny Yukon),GN2700,['Burns'],227450
228245,228603,['GN2701'],20190426,Drive (feat. Delilah Montagu) (Remixes),10283663,"[351784, 182123]",Drive (feat. Delilah Montagu) (David Guetta Remix),GN2700,"['Black Coffee', 'David Guetta']",228603
228752,229110,"['GN2701', 'GN2703', 'GN2704']",20190308,This Ain`t Techno,10258799,"[182123, 724986]",This Ain`t Techno,GN2700,"['David Guetta', 'Tom Staar']",229110
228872,229230,"['GN2701', 'GN2703']",20190412,I Still Believe,10274651,[2750790],I Still Believe (Feat. Abi F Jones),GN2700,['Mandee'],229230
229071,229429,"['GN2701', 'GN2703', 'GN2704']",20180323,All For Love,10149999,[838364],All For Love,GN2700,['Tungevaag & Raaban'],229429
229198,229556,[],20200410,Good Old Days,10415741,[2863787],Good Old Days,GN2700,['Vion Konger & TMW'],229556
229821,230180,['GN2701'],20191205,Skydrop,10366811,"[354694, 725818]",Skydrop (Extended Mix),GN2700,"['R3hab', 'Zroq']",230180
230592,230952,"['GN2701', 'GN2703']",20190924,Find You,10331274,[2202912],Find You,GN2700,['Plucando'],230952
230630,230990,['GN2701'],20200403,The Passenger (LaLaLa) [PBH & Jack Remix] (Streaming Ver.),10415614,"[2640211, 2764573, 39898]",The Passenger (LaLaLa) [PBH & Jack Remix],GN2700,"['LUM!X', 'MOKABY & D.T.E', 'Gabry Ponte']",230990
231490,231851,['GN2701'],20191122,Like This,10354597,[2645612],Like This,GN2700,['Denis First'],231851
231548,231909,['GN2701'],20200410,Mean It (feat. Wrabel) [Remixes],10418693,[31330],Mean It (feat. Wrabel) [Midnight Kids Remix],GN2700,['Cash Cash'],231909
231943,232304,['GN2701'],20191108,Control,10391362,"[507780, 1049949]",Control,GN2700,"['DJ Fresh', 'Doctrine']",232304
233040,233403,"['GN2701', 'GN2703', 'GN2704']",20180907,All For Love (Remixes),10201860,[838364],All For Love (Steerner Remix),GN2700,['Tungevaag & Raaban'],233403
233254,233617,"['GN2701', 'GN2703', 'GN2704']",20200221,Carte Blanche (Deluxe),10391237,"[195400, 966698, 891145]",SouthSide (Sullivan King Remix),GN2700,"['DJ Snake', 'Eptic', 'Sullivan King']",233617
233877,234241,"['GN2701', 'GN2703']",20190510,Midnight,10282839,[957285],Midnight,GN2700,['1991'],234241
233883,234247,"['GN2701', 'GN2703']",20190828,Upon My Shoulders (Nifra Remix),10322229,[491082],Upon My Shoulders (Nifra Remix) (feat. Sebu Simonian),GN2700,['Markus Schulz'],234247
234328,234693,['GN0901'],20191017,Watch Yo Back,10339549,[1024341],Watch Yo Back,GN2700,['Slushii'],234693
234980,235346,['GN2701'],20190426,Waste It On Me (feat. BTS) (Cheat Codes Remix),10278708,[487524],Waste It On Me (feat. BTS) (Cheat Codes Remix),GN2700,['Steve Aoki'],235346
236738,237106,"['GN2701', 'GN2703']",20190222,Shankara (Sunburn Goa 2019 Anthem) (Streaming Ver.),10259751,[996721],Shankara (Sunburn Goa 2019 Anthem),GN2700,['Mariana Bo'],237106
236845,237213,"['GN2701', 'GN2703']",20191122,fabric presents Amelie Lens,10357467,[2756469],Cry For Redemption,GN2700,['Ahl Iver'],237213
236956,237324,"['GN2701', 'GN2703']",20190218,Hurt Me No More (The Remixes),10251654,[2295608],Hurt Me No More (Eyes Everywhere Remix),GN2700,['Jesse And The Wolf'],237324
237366,237734,['GN2701'],20191108,Horse (Remixes),10349526,[717259],Horse (Cityzen Remix),GN2700,['Salvatore Ganacci'],237734
237534,237902,['GN0901'],20200417,Modular 3,10418778,[994567],Modular 3,GN2700,['Tez Cadey'],237902
237542,237910,['GN2701'],20191111,Echoes Of Life: Day,10349295,[1702151],Red Flags,GN2700,['Sultan & Shepard'],237910
238364,238732,"['GN2701', 'GN2703', 'GN2704']",20080610,In Search Of Sunrise 7 - Asia,583168,[32887],Feel The Sun Rise,GN2700,['Tiesto'],238732
238391,238759,['GN2701'],20200228,Ecstasy,10394920,[699322],Expressing What Matters,GN2700,['Disclosure'],238759
239020,239388,"['GN2701', 'GN2703']",20190802,Blood,10313571,"[861804, 718788]",Blood,GN2700,"['Illenium', 'Foy Vance']",239388
239513,239881,"['GN2701', 'GN2703']",20180911,My Love for You,10202573,[886948],My Love for You,GN2700,['Candice'],239881
239647,240016,"['GN2701', 'GN2703', 'GN2704']",20191211,Saturday Night,10362989,"[43122, 879406]",Saturday Night (Club Mix),GN2700,"['Armin Van Buuren', 'Herman Brood']",240016
240010,240379,"['GN2701', 'GN2703']",20180629,Memories,10179994,[771523],Memories,GN2700,['Kelde'],240379
240409,240779,['GN1101'],20200327,Something Special EP,10414427,[726725],Something Special,GN2700,['Black Loops'],240779
240621,240991,"['GN2701', 'GN2703']",20181023,For The First Time (Feat. Tilde) (Ben Gold Remix),10214220,[711982],For The First Time (Feat. Tilde) (Ben Gold Extended Remix),GN2700,['Omnia'],240991
242042,242415,"['GN2701', 'GN2703']",20190823,Once There Were Raves,10320107,[589672],Once There Were Raves,GN2700,['Orjan Nilsen'],242415
242750,243124,['GN2701'],20200117,Virus,10397870,"[1704832, 593611]",Virus,GN2700,"['Eastblock Bitches', 'Ostblockschlampen']",243124
243041,243416,"['GN2701', 'GN2703']",20190114,Mental Asylum Contrast,10241908,[623238],Still By Your Side (Mike Sanders Extended Remix),GN2700,['Matt Bowdidge'],243416
244725,245102,['GN2701'],20191206,Lucky Star,10361093,"[1953802, 946795]",Lucky Star,GN2700,"['Adaptiv', 'Mingue']",245102
246037,246417,"['GN2701', 'GN2703']",20190426,Shakalaka,10280100,"[487524, 720122, 713163, 857416]",Shakalaka,GN2700,"['Steve Aoki', 'Deorro', 'Makj', 'Max Styler']",246417
246144,246524,"['GN2701', 'GN2703']",20200110,Lonely (feat. Lake),10373653,[2112758],Lonely (feat. Lake),GN2700,['HIDDN'],246524
247522,247903,['GN2701'],20191115,Little Bit Of Love (Anton Powers Remix),10351898,[427283],Little Bit Of Love (Anton Powers Remix) (feat. Rachel Platten),GN2700,['Tritonal'],247903
247670,248051,['GN2701'],20190403,Forget It All (Remixes),10268991,[2007828],Forget It All (Feat. Samantha Jade) (VIZE & Mabe Remix),GN2700,['Sunset City'],248051
248727,249109,['GN2701'],20190409,This Is Toolroom 2019,10271586,[991969],Rave Me (Original mix),GN2700,['Pax'],249109
249231,249614,['GN2701'],20191230,Tell Me (feat. Madeline Lauer),10369675,[2642858],Tell Me (feat. Madeline Lauer),GN2700,['Yann Muller'],249614
250394,250780,"['GN2701', 'GN2704']",20190524,Wild Like The Wind (Benny Benassi & DJ Licious Remix),10288784,[720122],Wild Like The Wind (Benny Benassi & DJ Licious Remix),GN2700,['Deorro'],250780
250560,250946,"['GN2701', 'GN2703', 'GN2704']",20190116,Super Fly (Feat. 666),10242506,[790911],Super Fly (Feat. 666),GN2700,['Jauz'],250946
250624,251010,"['GN2701', 'GN2703']",20190718,Something Real (feat. Jordan Shaw),10308006,"[43122, 2739216]",Something Real (feat. Jordan Shaw),GN2700,"['Armin Van Buuren', 'Avian Grays']",251010
250659,251045,['GN2701'],20200228,Second Chance (feat. Kimberly Davis),10400552,[198076],Second Chance (feat. Kimberly Davis),GN2700,['Shapeshifters'],251045
251461,251848,"['GN2701', 'GN2703']",20190605,Close Your Eyes,10293672,[524660],Close Your Eyes,GN2700,['Bobina'],251848
251830,252218,"['GN2701', 'GN2703', 'GN2704']",20191108,Balance,10348641,"[504074, 43122]",Show Me Love,GN2700,"['Above & Beyond', 'Armin Van Buuren']",252218
252322,252713,['GN2701'],20191025,Came For The Low,10344055,"[772130, 2751949]",Came For The Low,GN2700,"['ZHU', 'partywithray']",252713
253479,253874,['GN2701'],20191204,We Got Love (Acoustic) (feat. Ella Henderson),10361386,[906939],We Got Love (Acoustic) (feat. Ella Henderson),GN2700,['Sigala'],253874
253920,254317,['GN2701'],20200110,Never Never (feat. Indiiana) (Extended Mix),10373588,[2026656],Never Never (feat. Indiiana) (Extended Mix),GN2700,['Drenchill'],254317
254354,254751,"['GN2701', 'GN2703']",20190506,Fuzzy Memory,10281110,[2022034],Fuzzy Memory,GN2700,['Tryple'],254751
254566,254963,"['GN2701', 'GN2703']",20190712,Bergen Remixed,10306113,[762618],Bergen (Frontliner Remix),GN2700,['Purple Haze'],254963
254870,255268,['GN2701'],20180223,"Amsterdam Trap Music, Vol. 3",10355922,[722823],Don&#39;t Stop (Feat. Valentino Khan),GN2700,['Yellow Claw'],255268
255424,255822,"['GN2701', 'GN2703']",20180525,No Boundaries,10170199,[531837],Reasons To Live (With Moya Brennan),GN2700,['Roger Shah'],255822
255838,256237,['GN2701'],20200306,Indian Summer,10398981,[2858138],Indian Summer,GN2700,['Trackhead'],256237
256215,256615,"['GN2701', 'GN2703']",20181130,Missing,10228169,[2403825],Missing,GN2700,['DayFox'],256615
256419,256819,['GN1101'],20200228,To Burn (feat. Leo Wood),10398576,[731214],To Burn (feat. Leo Wood),GN2700,['Dennis Cruz'],256819
256746,257147,['GN2701'],20190614,Demasiado Loca (Remixes),10296961,"[577158, 46112]",Demasiado Loca (Desamor Remix) (Feat. El Chevo & Aarpa),GN2700,"['Sak Noel', 'Lil Jon']",257147
257121,257522,['GN2701'],20191115,I Don&#39;t Feel Anything (feat. Flu),10351779,[2005888],I Don&#39;t Feel Anything (feat. Flu),GN2700,['Armonica'],257522
257604,258005,"['GN2701', 'GN2703', 'GN2704']",20080610,In Search Of Sunrise 7 - Asia,583168,[32887],Whenever I May Find Her (Joni Remix),GN2700,['Tiesto'],258005
259515,259918,['GN2701'],20190913,With You - The Remixes,10327499,"[180940, 777099]",With You (L&#246;Kii Remix),GN2700,"['Kaskade', 'Meghan Trainor']",259918
259865,260268,['GN2701'],20190422,Dance All Night,10276461,[995312],Dance All Night (Crystal Rock Remix Edit),GN2700,['Kori Cosby'],260268
260843,261247,"['GN2701', 'GN2703']",20180912,Come with Me,10202969,"[577751, 2297574]",Come with Me,GN2700,"['Pat Farrell', 'Bass Hours']",261247
261286,261691,['GN2701'],20191111,Echoes Of Life: Day,10349295,[1702151],Louder,GN2700,['Sultan & Shepard'],261691
262046,262454,['GN2701'],20120201,"Free, Vol. 4",10355400,[712798],Bullseye,GN2700,['Kdrew'],262454
262783,263192,['GN2701'],20200410,Guess,10414931,[2753730],Guess,GN2700,['Cocomo'],263192
262855,263264,['GN2701'],20190524,Smoke (Coucheron Remix),10289193,[643533],Smoke (Coucheron Remix),GN2700,['Lemaitre'],263264
263039,263448,"['GN2701', 'GN2703']",20181024,Preset Junkies EP,10222027,[740862],One Two,GN2700,['Virtual Riot'],263448
264037,264451,"['GN2701', 'GN2703']",20181030,Shade in My Heart,10216933,[904525],Shade in My Heart (Single Edit),GN2700,['Future Trance United'],264451
265432,265849,"['GN2701', 'GN2704']",20190426,Neon Future III,10277731,"[483990, 487524, 714156]",What We Started (feat. BullySongs),GN2700,"['Don Diablo', 'Steve Aoki', 'Lush & Simon']",265849
265635,266052,['GN2701'],20191105,Crown (Remixes),10347120,[2241617],Crown (Nalestar Remix) (feat. RIELL),GN2700,['Nexeri'],266052
265727,266144,['GN2701'],20200221,Sunray,10392166,[729737],Sunray,GN2700,['Cuebrick'],266144
266513,266932,['GN2701'],20200410,LazersX999 (Grum Remix),10419507,"[724002, 462133]",LazersX999 (Grum Remix),GN2700,"['Oliver Heldens', 'Chocolate Puma']",266932
266653,267072,['GN1101'],20191219,Get Down Low,10366491,[1272368],Get Down Low,GN2700,['Jameson'],267072
267760,268182,"['GN2701', 'GN2703']",20190213,Old World Order,10250306,[2621114],Uppercut,GN2700,['13'],268182
268492,268916,['GN2701'],20200403,Keep You Closer (feat. Ola),10411490,[2641064],Keep You Closer (feat. Ola),GN2700,['Gold 88'],268916
268912,269336,"['GN2701', 'GN2703']",20190904,Album,10324988,"[719418, 2585537]",Yout Blame (Chinese Theatre) (Extended),GN2700,"['Sean Norvis', 'Irina Florea']",269336
270203,270628,"['GN2701', 'GN2704']",20170303,Alone (Remixes),10042987,[943471],Alone (Alex Arcoleo Remix),GN2700,['Alan Walker'],270628
270486,270911,['GN2701'],20190927,Your Eyes,10332805,[2744251],Your Eyes,GN2700,['Steve Cherry'],270911
271492,271917,['GN2701'],20200327,IDK (Crvvcks Remix),10408678,"[2742797, 2742798]",IDK (Crvvcks Remix),GN2700,"['Madism', 'Felix Samuel']",271917
272678,273104,"['GN2701', 'GN2703']",20180910,Let You Go,10202194,[940269],Let You Go,GN2700,['Gino G'],273104
273034,273460,['GN2701'],20190607,A Little More Like You (Download Ver.),10295989,[786071],A Little More Like You,GN2700,['Dropgun'],273460
273365,273792,['GN2701'],20191206,Ain&#39;t No Pride (feat. Sarah C),10361380,"[196433, 1076873]",Ain&#39;t No Pride (feat. Sarah C),GN2700,"['Ron Carroll', 'Tuff London']",273792
273813,274240,['GN2701'],20190531,100 Greatest Dance Tracks,10292505,[182123],"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",GN2700,['David Guetta'],274240
273819,274246,['GN2701'],20191101,Shake My Boo,10345639,"[2750997, 2752659]",Shake My Boo,GN2700,"['Almanac', 'Cavallieri']",274246
273921,274349,"['GN2701', 'GN2703', 'GN2704']",20190419,Monster (Streaming Ver.),10276185,"[2640211, 39898]",Monster,GN2700,"['LUM!X', 'Gabry Ponte']",274349
274476,274906,['GN2701'],20200327,On Fire (Streaming Ver.),10412359,[881014],On Fire,GN2700,['Dirty Palm'],274906
275407,275839,['GN2701'],20190426,Easy Loving (feat. Jaylien),10277827,[749241],Easy Loving (feat. Jaylien),GN2700,['Junior Black'],275839
275604,276036,"['GN2701', 'GN2703']",20190523,Something Inside (NCS),10288150,[2644498],Something Inside,GN2700,['Mark Pettitt'],276036
276401,276833,['GN1101'],20191209,Happy Kids,10361796,[2757711],Happy Kids (Feat. Funky Max),GN2700,['Osmia'],276833
276477,276909,"['GN2701', 'GN2703']",20180920,INVICTUS,10205865,[2157122],INVICTUS (Feat. Miles Monaco),GN2700,['NOIXES'],276909
276881,277314,['GN2701'],20190405,Close To Me (Remixes),10270232,"[464683, 487526, 1758576]",Close To Me (CID Remix),GN2700,"['Ellie Goulding', 'Diplo', 'Swae Lee']",277314
276949,277383,"['GN2701', 'GN2703', 'GN2704']",20181001,A State Of Trance Episode 882,10207766,"[43122, 848382, 2087863]",You Are Too (ASOT 882),GN2700,"['Armin Van Buuren', 'Sunnery James', 'Ryan Marciano']",277383
277391,277825,"['GN2701', 'GN2703']",20200110,Paranoia (Streaming Ver.),10376732,"[2136532, 2403991]",Paranoia,GN2700,"['Radiology', 'The Golden Army']",277825
