,index,song_gn_dtl_gnr_basket,issue_date,album_name,album_id,artist_id_basket,song_name,song_gn_gnr_basket,artist_name_basket,id
36739,36805,['GN0801'],00000000,추억과 낭만의 포크송,2056986,[4015],모닥불,GN0800,['박인희'],36805
36807,36873,"['GN1402', 'GN1401']",19700000,Bryter Layter,65078,[28500],One Of These Things First,GN1400,['Nick Drake'],36873
36812,36878,"['GN0904', 'GN1402', 'GN1401']",20150714,High Class Cat,2329006,[556625],Carnivore (Feat. LyricL And Heidi Vogel),GN1400,['Raf Vilar'],36878
36822,36889,"['GN1402', 'GN1401']",20050830,"Bootleg Series, Vol. 7 : No Direction Home",308492,[7313],"It`S All Over Now, Baby Blue (Alternate Take)",GN1400,['Bob Dylan'],36889
36831,36898,"['GN1401', 'GN1404']",19970722,The Best Of Collin Raye Direct Hits,87210,[33297],The Gift,GN1400,['Collin Raye'],36898
36832,36899,"['GN1403', 'GN1401', 'GN1405']",19750000,The Muddy Waters Woodstock Album,303815,[30063],Born With Nothing,GN1400,['Muddy Waters'],36899
36833,36900,"['GN0805', 'GN0801']",20130904,Acoustic Story,2199647,[355248],굿바이,GN0800,['런치송 프로젝트'],36900
36836,36903,"['GN1402', 'GN1401']",20020128,20th Century Masters: The Millennium Collection: Best Of Tim Hardin,337441,[27177],You Upset The Grace Of Living When You Lie (Live),GN1400,['Tim Hardin'],36903
36880,36947,"['GN0805', 'GN0509', 'GN0502', 'GN0801', 'GN0501']",20191121,니가 아니면 (Feat. 블루니 of 위위),10354554,[2018226],니가 아니면 (Feat. 블루니 of 위위),GN0800,['109'],36947
36883,36950,"['GN1503', 'GN1501', 'GN1401', 'GN1404']",20181130,Dumplin` Original Motion Picture Soundtrack,10227747,"[19379, 194304]",Dumb Blonde (from the Dumplin` Original Motion Picture Soundtrack),GN1400,"['Dolly Parton', 'Miranda Lambert']",36950
36908,36975,['GN0801'],20140408,분위기 있는 최고의 가수들,2250140,[1066],그저 바라 볼 수만 있어도,GN0800,['유익종'],36975
36928,36995,['GN0801'],20160420,Single 술자리,2680447,[914297],"술자리 (Feat. 정성훈, 김예지)",GN0800,['윤쾌진'],36995
36960,37027,"['GN0805', 'GN0801']",20140407,PLAY,2249127,[712452],Galaxy,GN0800,['AKMU (악동뮤지션)'],37027
36965,37032,"['GN0804', 'GN0801']",20020701,Vintage,23015,[2935],추억의 눈길,GN0800,['김목경'],37032
37014,37081,"['GN1401', 'GN1404']",20151120,The Wireless,2651747,[245189],In Wonder,GN1400,['Punch Brothers'],37081
37078,37145,"['GN1401', 'GN1407', 'GN1404']",20091026,Old Things New,736751,[166645],Gimmie That Girl,GN1400,['Joe Nichols'],37145
37132,37199,"['GN1402', 'GN1401']",19790000,Hard Times For Lovers,60652,[2997],Happy End ,GN1400,['Judy Collins'],37199
37153,37220,"['GN1403', 'GN1401']",20070104,Clapton Chronicles (Korea Tour 2007 Limited Edition),339838,[1992],Pretending,GN1400,['Eric Clapton'],37220
37155,37222,"['GN1401', 'GN1407', 'GN1404']",20200111,My Truck,10374392,[2762872],My Truck,GN1400,['Breland'],37222
37209,37276,"['GN1401', 'GN1404']",20060731,The Essential Ronnie Milsap,2938581,[30263],(There`s) No Gettin` over Me,GN1400,['Ronnie Milsap'],37276
37223,37290,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20181107,질투,10219645,[994501],질투,GN0800,['시황'],37290
37237,37304,"['GN0501', 'GN0502', 'GN0801']",20190404,푸른 바다로,10269521,[785541],푸른 바다로,GN0800,['유형균'],37304
37282,37349,"['GN0801', 'GN0803']",19870531,노래를 찾는 사람들 1,3811,[101085],바람 씽씽,GN0800,['노래를 찾는 사람들'],37349
37302,37369,"['GN0805', 'GN0509', 'GN0502', 'GN0801', 'GN0501']",20181009,동행 프로젝트 Vol.1,10210130,"[2021096, 875308]",우린 할지도,GN0800,"['정고래', '그_냥']",37369
37346,37413,"['GN0801', 'GN0802']",19781115,한밤중 / 장미,2148181,[102000],바다의 여인,GN0800,['4월과 5월'],37413
37348,37415,"['GN1402', 'GN1401']",20100519,By My Side,897352,[330771],You Can Win,GN1400,['David Choi'],37415
37350,37417,"['GN1402', 'GN1401']",20160119,Apple Of My Eye,2662649,[943769],Apple Of My Eye,GN1400,['Jessica Allossery'],37417
37378,37445,"['GN1403', 'GN1401']",20071007,Colour Collection (International Ver.),361786,[30063],Rock Me (One More Mile Ver.),GN1400,['Muddy Waters'],37445
37383,37450,"['GN0508', 'GN0501', 'GN0502', 'GN0801', 'GN0804']",20050217,The Egoist,301052,[48287],오늘,GN0800,['손지연'],37450
37425,37492,"['GN0801', 'GN0803']",19890401,베스트(행복한 사람/나뭇잎 사이로),344623,[530],내가 좋아하는 너는 언제나,GN0800,['조동진'],37492
37459,37526,"['GN0805', 'GN0509', 'GN0502', 'GN0801', 'GN0501']",20181213,폭주하는 눈썰매의 고민,10232220,[713633],폭주하는 눈썰매의 고민,GN0800,['사람또사람'],37526
37481,37548,"['GN1403', 'GN1401']",20050111,Paris Mississippi Blues,326843,[28416],Baby Please Come Home (Live),GN1400,['Memphis Slim'],37548
37486,37553,"['GN1402', 'GN1401']",20110701,Love To Love Acoustic,2007706,[559940],Need You Now,GN1400,['Stephanie Dan'],37553
37547,37615,"['GN1402', 'GN1401']",20090519,Around The Well,701751,[223484],Belated Promise Ring,GN1400,['iron & wine'],37615
37555,37623,"['GN1401', 'GN1404']",20131028,The Message,2213725,[743345],Latch,GN1400,['Andrea Begley'],37623
37582,37650,"['GN1401', 'GN1404']",20140117,2014 Grammy Nominees,2227509,[697483],Merry Go `Round,GN1400,['Kacey Musgraves'],37650
37596,37664,"['GN1401', 'GN1404']",20061006,Rhino Hi-Five : Eddie Rabbit,345735,[163758],Drivin` My Life Away (Single/LP Ver.),GN1400,['Eddie Rabbitt'],37664
37634,37702,"['GN1402', 'GN1401']",20170411,On The Verge Part.2,10053281,[1628115],If I Ever Found Love,GN1400,['The Hedgerow Crawlers'],37702
37660,37728,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20180722,오 잠깐,10187242,[467880],오 잠깐,GN0800,['스탠딩 에그'],37728
37700,37768,"['GN1403', 'GN1401']",20030708,New York City,345797,"[28509, 109080]",New York City (Radio Edit),GN1400,"['Norah Jones', 'The Peter Malick Group']",37768
37706,37774,"['GN1401', 'GN1404']",20171006,What Makes You Country,10103140,[762382],What Makes You Country,GN1400,['Luke Bryan'],37774
37734,37802,"['GN0804', 'GN0801']",20060609,아가미 - 새로 만든 민중의 노래,320077,[105790],불나비,GN0800,['나비효과'],37802
37735,37803,"['GN1401', 'GN1404']",20150303,Country Masters：Jack Green,3251718,[356091],Until My Dreams Come True,GN1400,['Jack Green'],37803
37772,37840,"['GN1401', 'GN1404']",20060307,The Little Willies,132239,[182154],"It`s Not You, It`s Me",GN1400,['The Little Willies'],37840
37782,37850,"['GN0509', 'GN0502', 'GN0801', 'GN0501']",20140814,I Wanna Fly,2274454,[762203],울지마요 그대,GN0800,['Gogang (고갱)'],37850
37792,37860,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20170525,여전히 그대와,10065387,"[944301, 839132]",여전히 그대와,GN0800,"['천석만', '파랑망또']",37860
37845,37913,"['GN0805', 'GN0509', 'GN0502', 'GN0801', 'GN0501']",20191204,Your rain,10359910,[2751027],Your rain,GN0800,['툴키 (Tulki)'],37913
37862,37931,"['GN1402', 'GN1401']",20111025,Forever And Ever,2046806,[330771],This And That Is Life,GN1400,['David Choi'],37931
37868,37937,"['GN0805', 'GN0801']",20141124,슈퍼스타K6 결승전,2292013,[770167],자랑,GN0800,['곽진언'],37937
37878,37947,"['GN1402', 'GN1401']",20091211,Yuna,743427,[446206],Deeper Conversation (Korea Bonus Track),GN1400,['Yuna'],37947
38012,38081,"['GN1402', 'GN1401', 'GN1405']",19980512,Dangerous Songs!?,87602,[28574],Jackaro,GN1400,['Pete Seeger'],38081
38015,38084,['GN0801'],20120416,사랑이다,2111328,[660992],사랑이다,GN0800,['이근중'],38084
38027,38096,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20100908,그리움이 만나는 시간,1015856,[496781],그리움이 만나는 시간,GN0800,['에몬'],38096
38043,38112,"['GN0801', 'GN0803']",19990601,[셋 사랑노래],4278,[859],행복의 나라로,GN0800,['양희은'],38112
38068,38137,"['GN1401', 'GN1404']",20140310,Riser,2281443,[202594],I Hold On,GN1400,['Dierks Bentley'],38137
38082,38151,"['GN1402', 'GN1401']",20151203,Bridge Carols,2654395,[924022],Younger,GN1400,['Laura Gibson & Ethan Rose'],38151
38085,38154,"['GN1402', 'GN1401']",20160805,Acoustic Sessions,2702193,[785775],Wildfire (Acoustic Sessions),GN1400,['Seafret'],38154
38137,38206,"['GN0805', 'GN0801']",20200206,잘될 거야,10384819,"[2763939, 2630965]",잘될 거야,GN0800,"['정승제', '육중완밴드']",38206
38140,38209,"['GN0805', 'GN0801']",20170630,pounding sound,10075474,[1626578],pounding sound,GN0800,['지안 (ZeeAnn)'],38209
38146,38215,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20150922,사랑하는 마음,2641321,[870477],사랑하는 마음,GN0800,['헬로봉주르'],38215
38176,38245,"['GN1402', 'GN1401']",20170926,Stranger In The Alps,10099079,[1816548],Killer,GN1400,['Phoebe Bridgers'],38245
38236,38305,"['GN1401', 'GN1404']",20040302,Luxury Liner  (Expanded & Remastered) (US Release),347921,[27499],She,GN1400,['Emmylou Harris'],38305
38255,38324,['GN0801'],20120910,혼자서도 잘해요 (I Can Do It Alone),2149752,[628971],난 이해할 수 없었네 (Sometimes),GN0800,['천용성'],38324
38293,38362,"['GN0801', 'GN0802']",20120906,윤형주 리싸이틀,2171028,[439],비의 나그네,GN0800,['윤형주'],38362
38327,38396,['GN0801'],20160913,Don`t Close Your Eyes,2710838,"[747594, 531824]",Don`t Close Your Eyes,GN0800,"['헤이즈문 (Haze Moon)', '이태권']",38396
38373,38442,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20131120,Sleepless Night,2217025,[17254],Stranger,GN0800,['희영'],38442
38374,38443,"['GN0801', 'GN0803']",20060826,"김광석 다시부르기 1, 2 (Remasterd)",325943,[2960],말하지 못한 내사랑,GN0800,['김광석'],38443
38404,38473,"['GN0805', 'GN1502', 'GN1501', 'GN0801']",20190925,우리는 매일매일 OST,10331584,[209402],우리는 매일매일,GN0800,['흐른'],38473
38427,38496,"['GN0805', 'GN0801']",20120410,2012 월간 윤종신 April,2108648,[437],나른한 이별 (Feat. 조원선),GN0800,['윤종신'],38496
38441,38510,"['GN1403', 'GN1401']",20050307,The Birth Of A King,355465,[2033],She`s A Mean Woman (Eng 18 Juin 1951 Memphis),GN1400,['B.B. King'],38510
38473,38542,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20170515,새벽항해,10061822,[1704343],달빛,GN0800,['예람'],38542
38495,38564,"['GN1402', 'GN1401']",20130910,Mutual Friends Acoustic,2238956,[761377],Little Numbers (Acoustic),GN1400,['Boy'],38564
38506,38575,['GN0801'],20141212,사랑 그리고 하나,2294904,[786883],Happy A.N.D,GN0800,['김명기'],38575
38516,38585,"['GN1401', 'GN1404']",20140724,Road Between,2269140,[779483],Nervous Girls,GN1400,['Lucy Hale'],38585
38517,38586,['GN0801'],20170809,좋겠다,10086029,[959607],좋겠다,GN0800,['순호'],38586
38526,38595,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20170328,티격태격,10049563,[788256],티격태격,GN0800,['일루와 밴드'],38595
38565,38634,"['GN1402', 'GN1401']",20000731,No More Sad Refrains: The Anthology,302591,[28792],Learning The Game,GN1400,['Sandy Denny'],38634
38574,38643,"['GN1403', 'GN1401']",20050307,The Birth Of A King,355465,[2033],Take A Swing With Me (Eng 1949 Memphis),GN1400,['B.B. King'],38643
38583,38652,"['GN1402', 'GN1401']",20131210,Roastin' Chestnuts With Zach Gill,2220540,[300166],It's Christmas Time Again (Mamaw's Figgy Pudding),GN1400,['Zach Gill'],38652
38600,38669,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20190610,"두_울, 첫 번째",10295295,[875308],퇴근길,GN0800,['그_냥'],38669
38606,38675,['GN0801'],20170306,Je Suis Croque-note,10043030,[770176],멍멍,GN0800,['크로크노트'],38675
38630,38699,"['GN1403', 'GN1401']",19720000,Eat A Peach,65156,[103705],Blue Sky,GN1400,['The Allman Brothers Band'],38699
38640,38709,"['GN0805', 'GN0509', 'GN0502', 'GN0801', 'GN0501']",20151109,내가 너의,2649371,[789981],내가 너의,GN0800,['도리토리'],38709
38658,38727,['GN0801'],20170724,딸기빙수,10081558,[21354],딸기빙수,GN0800,['정주연'],38727
38678,38747,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20160818,토닥토닥,2704796,[868849],토닥토닥,GN0800,['수다밴드'],38747
38683,38752,"['GN0805', 'GN0801']",20150824,"다시, 봄",2336104,[946575],화인,GN0800,['김상현'],38752
38687,38756,"['GN1403', 'GN1401']",20180507,Simply the Best,5173278,[2022],Orange Colored Sky,GN1400,['Nat King Cole'],38756
38697,38766,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20130826,위험한 세계,2198156,[10497],목련,GN0800,['윤영배'],38766
38701,38770,"['GN1401', 'GN1404']",20150619,휴일에 듣는 컨트리팝송,2325627,[2727],"Save A Horse, Ride A Cowboy",GN1400,['Various Artists'],38770
38716,38785,"['GN1401', 'GN1404']",20080916,Home With the Armadillo,4912715,[1112230],London Homesick Blues (Home With the Armadillo),GN1400,['Gary P. Nunn'],38785
38745,38814,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20171026,Hidden Valley,10106019,[261492],영원의 섬 (Feat. 최낙타),GN0800,['랄라스윗 (lalasweet)'],38814
38750,38819,"['GN1402', 'GN1401', 'GN1406']",19971028,Forever An Anthology,22449,[2997],Albatross,GN1400,['Judy Collins'],38819
38753,38822,"['GN0805', 'GN0801']",20140718,너 사용법 Deluxe Edition,2267980,[601979],밀당의 고수,GN0800,['에디킴'],38822
38765,38834,"['GN1403', 'GN1401']",20110117,Low Country Blues,134691,[28069],Little By Little,GN1400,['Gregg Allman'],38834
38807,38876,"['GN0805', 'GN0801']",20140407,PLAY,2249127,[712452],안녕,GN0800,['AKMU (악동뮤지션)'],38876
38843,38913,"['GN1402', 'GN1401']",19990406,Donovan`s Greatest Hits,97870,[28428],Sunshine Superman,GN1400,['Donovan'],38913
38850,38920,"['GN1402', 'GN1401']",20140801,Angus & Julia Stone (Deluxe),2271246,[436443],Main Street,GN1400,['Angus & Julia Stone'],38920
38893,38963,"['GN1403', 'GN1401', 'GN1405']",19730800,The Back Door Wolf,326691,[12855],You Turn Slick On Me (Album Version),GN1400,['Howlin` Wolf'],38963
38908,38978,"['GN1402', 'GN1401']",20100519,By My Side,897352,[330771],Valentines (Bonus Track),GN1400,['David Choi'],38978
38936,39006,['GN0801'],20130513,이별... 사랑을 듣다,2184850,[723732],이별... 사랑을 듣다,GN0800,['탕탕그루브'],39006
38988,39058,['GN0801'],19960500,여행스케치 Best,10290,[100712],옛 친구에게,GN0800,['여행스케치'],39058
39010,39080,['GN0801'],20110228,쎄시봉 친구들,2025571,[981],사랑의 속삭임,GN0800,['김세환'],39080
39038,39108,"['GN0501', 'GN0502', 'GN0503', 'GN0509', 'GN0805', 'GN0801', 'GN0601']",20111124,On Your Side,2039587,[254296],Rain,GN0800,['우주히피'],39108
39051,39121,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20150224,사랑 고파기,2305785,[838511],Chicken,GN0800,['번개소리사'],39121
39079,39149,"['GN1402', 'GN1401']",20170531,Finding My Way (Deluxe Ver.),10067094,[1703080],Darling Please (Acoustic) (Bonus Track),GN1400,['Gabriel Tajeu'],39149
39082,39152,"['GN1401', 'GN1404']",20120501,Blown Away,2121695,[172157],Blown Away,GN1400,['Carrie Underwood'],39152
39122,39192,"['GN1402', 'GN1401', 'GN1407']",20190820,In Between Trees,10318831,"[1947620, 1280324]",The White Clad Virgin,GN1400,"['Tom Theuns', 'Paul Russell']",39192
39128,39198,"['GN1401', 'GN1404']",20160222,Interstate,3085563,[1344692],Sharing the Night Together,GN1400,['Ben Fenwick'],39198
39144,39214,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20150427,우리가 만났던 계절,2315682,"[750125, 25975]",So I Love You,GN0800,"['노르웨이 숲', '조은희 (Joni)']",39214
39184,39254,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20141010,{비밀},2285187,[786850],비밀,GN0800,['김사월X김해원'],39254
39198,39268,"['GN1403', 'GN1401']",20000123,Lady Sings The Blues (1972 Films),306778,[28447],Them There Eyes (Soundtrack Ver.),GN1400,['Diana Ross'],39268
39212,39282,"['GN0805', 'GN0801']",20131023,꽃은 말이 없다.,2212131,[2800],나비,GN0800,['루시드폴'],39282
39233,39303,"['GN1402', 'GN1401', 'GN1404', 'GN1405']",19710000,Country,839358,[463862],Traveling Salesman,GN1400,['Country'],39303
39234,39304,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20160707,아침풍경,2696120,[978330],아침풍경,GN0800,['레코드벨'],39304
39253,39323,"['GN1401', 'GN1404']",20150421,On The Other Hand - All The Number Ones,2315879,[165958],"Forever And Ever, Amen",GN1400,['Randy Travis'],39323
39266,39336,"['GN0805', 'GN0801']",20140812,어쩌다,2273945,[742386],어쩌다,GN0800,['프렌치노트'],39336
39274,39344,['GN0801'],20170206,추억의 7080 오리지날 (LP로 듣던 그시절 원음),10036175,[1012],나는 열 아홉살이예요,GN0800,['윤시내'],39344
39304,39374,"['GN1401', 'GN1404']",20141003,747,2284599,[340969],Damn You Seventeen,GN1400,['Lady Antebellum'],39374
39329,39399,"['GN1402', 'GN1401', 'GN1406']",19971028,Forever An Anthology,22449,[2997],City Of New Orleans,GN1400,['Judy Collins'],39399
39335,39405,['GN0801'],20130214,70.80 추억의 골든포크 명품,2175296,[100751],비와 찻잔 사이,GN0800,['배따라기'],39405
39346,39416,"['GN0509', 'GN0502', 'GN0801', 'GN0501']",20171205,지나는 인연,10116829,[993865],지나는 인연 (Feat. 박용효),GN0800,['봄날'],39416
39376,39446,"['GN1401', 'GN1404']",20171124,Yours,10113948,[2018611],Yours,GN1400,['Russell Dickerson'],39446
39395,39465,"['GN1401', 'GN1404']",20150925,Tangled Up,2642336,[869731],Anthem,GN1400,['Thomas Rhett'],39465
39446,39516,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20160411,First Letter,2678764,[966017],햇살,GN0800,['기타치는 세남자'],39516
39459,39529,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20111129,Bittersweet,2041993,[261492],april sick,GN0800,['랄라스윗 (lalasweet)'],39529
39463,39533,"['GN1401', 'GN1404']",20020910,Christmas,63307,[166292],White Christmas ,GN1400,['Clay Walker'],39533
39490,39560,['GN0801'],20190927,Rainy Season,10332736,[414580],봄비,GN0800,['양창근'],39560
39508,39578,"['GN1401', 'GN1404']",20110201,Timeless Country：Billie Joe Spears,2919399,[1231704],If It Ain`t Love,GN1400,['Billie Joe Spears'],39578
39515,39585,"['GN0805', 'GN0801']",20141105,노래를 그리다,2289148,[775968],노래를 그리다 (Inst.),GN0800,['일곱시쯤'],39585
39521,39591,"['GN1402', 'GN1401', 'GN1405']",19720000,Blue River,45596,[43534],Sheila,GN1400,['Eric Andersen'],39591
39535,39605,"['GN1402', 'GN1401']",20140815,The Fire Inside,2279243,[743216],Lilywhite,GN1400,['Luke Sital-Singh'],39605
39577,39647,"['GN0801', 'GN0803']",19900131,임지훈 노래모음,352193,[3243],내겐 사랑이 필요해,GN0800,['임지훈'],39647
39587,39657,"['GN1401', 'GN1404']",20160617,California Sunrise,2691934,[792148],She Ain&#39;t In It,GN1400,['Jon Pardi'],39657
39598,39668,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20160729,스물 (AM 06:00),2700775,[778289],좋은데이 (Feat. 라임어택),GN0800,['청춘학개론'],39668
39601,39671,"['GN1403', 'GN1401', 'GN1405']",19730800,The Back Door Wolf,326691,[12855],Leave Here Walking,GN1400,['Howlin` Wolf'],39671
39656,39726,"['GN1401', 'GN1404']",20180706,Talk You Out Of It,5640507,[691751],Talk You Out Of It,GN1400,['Florida Georgia Line'],39726
39667,39737,"['GN1403', 'GN1401']",19950000,The Complete Capitol/Black & White Recordings,360871,[39923],You`Re My Best Poker Hand (Alt),GN1400,['T-Bone Walker'],39737
39758,39828,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20190102,브리튼 치즈 (Britain Cheese),10237792,[967974],별의별,GN0800,['영민 (브리튼 치즈)'],39828
39767,39837,"['GN0801', 'GN0803']",19941101,동경(憧憬),4765,[1529],노란 대문 (정릉 배밭골 `70),GN0800,['조동익'],39837
39798,39868,"['GN0805', 'GN0801']",20160404,"걸어온 길, 걸어갈 길 김원중 6집 노래인생 30년기념",2677129,[6179],옛 산동교에서 마지를 기다리다,GN0800,['김원중'],39868
39818,39888,"['GN1402', 'GN1401']",20100401,Parables,3256915,[713303],Elder Brother,GN1400,['Ryan Francesconi'],39888
39849,39919,"['GN1402', 'GN1401']",20081008,America : The Simon & Garfunkel Collection,398680,[102837],"Wednesday Morning, 3 A.M.",GN1400,['Simon & Garfunkel'],39919
39865,39935,"['GN1403', 'GN1401', 'GN1405']",19770000,Unk In Funk,355500,[30063],Electric Man,GN1400,['Muddy Waters'],39935
39878,39948,"['GN1402', 'GN1401', 'GN1405']",19760000,The Pretender,26793,[28093],Sleep`s Dark And Silent Gate,GN1400,['Jackson Browne'],39948
39941,40011,"['GN1402', 'GN1401']",20100913,Happy,1022758,[497744],Perfect Girl,GN1400,['Helen Austin'],40011
39946,40016,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20131014,From The Hand Made World,2210511,[714777],Sister,GN0800,['김보선'],40016
39963,40033,"['GN0805', 'GN0509', 'GN0502', 'GN0801', 'GN0501']",20160426,그렇게 우리는,2681549,[946672],그렇게 우리는,GN0800,['병목현상'],40033
39998,40068,"['GN1402', 'GN1401']",19930000,Judy Sings Dylan... Just Like A Woman,18268,[2997],Sweetheart Like You,GN1400,['Judy Collins'],40068
40013,40083,"['GN0804', 'GN0801']",20060501,The Musician Series G,826952,[101515],하얀손수건,GN0800,['트윈 폴리오'],40083
40015,40085,"['GN1403', 'GN1401']",20050927,Bring `Em In,310690,[27343],I`ve Got Dreams To Remember,GN1400,['Buddy Guy'],40085
40024,40094,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20180504,이불의 필요성,10163630,[2138423],이불의 필요성,GN0800,['zrit (즈맅)'],40094
40047,40117,['GN0801'],20151020,전화기를 내려놓고,2645566,[709511],전화기를 내려놓고 (Duet With 유진),GN0800,['코튼팩토리 (Cotton Factory)'],40117
40129,40200,"['GN1402', 'GN1401']",20200311,Hypochondriac,10400820,[1275953],Hypochondriac,GN1400,['Fenne Lily'],40200
40133,40204,"['GN1403', 'GN1401']",20040615,Classic & The Universal Masters Collection,305735,[1992],After Midnight,GN1400,['Eric Clapton'],40204
40143,40214,"['GN1402', 'GN1401']",20160923,Young As The Morning Old As The Sea (Deluxe Ver.),10001323,[725938],Anywhere,GN1400,['Passenger'],40214
40147,40218,"['GN1401', 'GN1404']",20180518,Rock `n` Roll (Feat. T-Pain),5133307,[2594071],Rock `n` Roll (Feat. T-Pain),GN1400,['Stephen Wesley'],40218
40154,40225,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20100401,REAL Acoustic (Compilation Album Vol.1),845155,[464850],안녕 언젠가,GN0800,['수현'],40225
40190,40261,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20140716,Apprivoiser (아프리브아제),2267484,[756584],미로,GN0800,['피콕'],40261
40201,40272,['GN0801'],20140212,정태춘 박은옥 모음집,10068676,[4012],회상,GN0800,['박은옥'],40272
40206,40277,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20140314,Love Tree,2240869,[742580],Love Tree,GN0800,['블루스완'],40277
40207,40278,"['GN0805', 'GN0801']",20170411,김장훈 25th Anniversary Part.2 `봄`,10053660,[1081],광화문,GN0800,['김장훈'],40278
40223,40294,['GN0801'],20170413,우왕 굳,10054537,[1272315],우왕 굳,GN0800,['사리사'],40294
40228,40299,"['GN1401', 'GN1404']",20130528,This World Oft Can Be,2187030,[725013],Letter From Down The Road / And Other Things,GN1400,['Della Mae'],40299
40233,40304,"['GN1402', 'GN1401']",20111025,Forever And Ever,2046806,[330771],Can`t Take This Away,GN1400,['David Choi'],40304
40235,40306,"['GN1401', 'GN1404']",20191120,Jolene (Expanded Edition),10358237,[19379],Jolene,GN1400,['Dolly Parton'],40306
40242,40313,"['GN1402', 'GN1401']",20150224,The Hanging Tree,2305781,[436443],The Hanging Tree (Angus & Julia Stone Cover),GN1400,['Angus & Julia Stone'],40313
40301,40372,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20140227,비오는 날엔,2236442,[674794],취하고 싶은밤 (Feat. 운규),GN0800,['소심한 오빠들'],40372
40337,40408,"['GN0801', 'GN0803']",19910301,노래를 찾는 사람들 3,317432,[101085],녹두꽃,GN0800,['노래를 찾는 사람들'],40408
40342,40413,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20100818,유년에게,999638,[108185],Beck,GN0800,['재주소년'],40413
40388,40459,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20190412,봄이 싫은 이유,10273129,[2112615],봄이 싫은 이유,GN0800,['Ra:Mi (라미)'],40459
40423,40494,"['GN1402', 'GN1401']",20191122,For the Beauty of the Earth,10355387,[199411],For the Beauty of the Earth,GN1400,['Denison Witmer'],40494
40434,40505,['GN0801'],20140307,추억이 생각나게 하는 그 시절 노래,2239585,[855],솔아 솔아 푸르른 솔아,GN0800,['안치환'],40505
40437,40508,"['GN1402', 'GN1401']",20130910,Mutual Friends Acoustic,2238956,[761377],July (Acoustic),GN1400,['Boy'],40508
40444,40515,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20150410,길위에서,2313286,[689199],거리의악사,GN0800,['박상도'],40515
40495,40566,"['GN1402', 'GN1401']",20040000,Rosie [Include Live],76243,[104349],"Rosie (Live at The Howff, London (23/04/73))",GN1400,['Fairport Convention'],40566
40513,40584,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20170627,하루,10074515,[958135],모닝커피,GN0800,['연희다방'],40584
40520,40591,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20150223,순간의 순간,2301688,[749041],어른인 듯 아닌 듯,GN0800,['안녕하신가영'],40591
40590,40661,['GN0801'],20130328,박인희 골든,2179816,[4015],끝이 없는 길,GN0800,['박인희'],40661
40633,40704,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20180214,누구도 사랑할 수 없게,10139005,[758635],누구도 사랑할 수 없게,GN0800,['신길역 로망스 (Singil Station Romance)'],40704
40649,40720,"['GN1501', 'GN0801', 'GN1504']",20180118,꽃피어라 달순아 OST Part.23,10130273,[775968],어떡해,GN0800,['일곱시쯤'],40720
40661,40732,"['GN1403', 'GN1401']",19950000,These Foolish Things,303460,[2977],I Won`t Cry Anymore (1995 These Foolish Things Version),GN1400,['Etta James'],40732
40702,40773,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20170531,Alice,10066820,[1758069],A Special Day,GN0800,['Evey'],40773
