artist,title,English_clean_lyric
  임정희  ,Music Is My Life (R&B Ver.),music music life music music life music music life music music life music music life music music life music music life music music life music music life music music life music music life music music life music music life music music life music music life light sunshine sunshine sunshine sunshine sunshine light light light light
  Lauriana Mae  ,NYPD Blues,shoulder whatever everyone family friend reason freedom flashing light police call problem time time try police key police body babe something money gun night thing flashing light police call problem time time try police key police body babe try call problem time time try police key police body babe hat get mess roll try get save change throw satisfy steal sleep know roll try get save change throw try get save change throw black white dead guilty liar black white dead dead always well right always well always never well right always well always well
  브라이언  ,All I Know,somethin eye feel cause way everything girl everything life please live one cause girl everything baby time pass live one moment nothing cry cry goodbye live one yes baby girl nothing breakin know understand leave believe tell believe say say win win make know tell hold believe say say win win make win baby tell live say say win win make believe beside make live deep girl fallin good wrong live deep girl fallin goodbye live deep girl fallin never never always
  지젤 (Jiselle)  ,Problem (Feat. pH-1),one thinking boy body nobody problem mine problem problem problem problem problem smile heart feeling tomorrow problem mine problem problem problem problem type way type way problem mine problem problem problem problem problem problem problem stop believe make solve break change make make feel make nervous little pretty never
  OLIVER (올리버)  ,Gentle Rain (R&B remix),reflection halo heart feeling feel gentle rain river finger rain river waterfall waterfall waterfall feeling feel gentle rain river finger rain river waterfall waterfall waterfall day day rain day day rain turn give spend slow feel fall fall fall miss give spend slow feel fall fall fall mellow right waterfall gentle drown drown right waterfall gentle drown drown rainy rainy gentle rainy rainy gentle ever ever
  Teairra Mari  ,La La,wankstas nigga million conversation time nigga dicky name cut nothing pimpin arm pimpin arm damn problem male specie ball league poppin foul girl girl man girl class nothing pimpin arm pimpin arm lady lady buster stop tryin game lady buster stop tryin game pimpin arm pimpin arm pimpin arm pimpin arm talk leave give feel trust want bust lay write axe make forget tell quit puff tell quit puff hit keep wonder date get intrigue get lock heap see win succeed please end axe make forget tell quit puff tell quit puff stop holler tell stop holler tell tell quit puff tell quit puff tell quit puff tell quit puff good gangster gangster enough good nix irrelevant good nix real lame spittin hot real lame spittin hot damn well enough enough ever quite enough enough enough enough enough enough
  Chris Brown  ,Stereotype,hand word lie fool know problem rest thought regret stereotype stereotype stereotype stereotype stereotype stereotype stereotype love someone fool know problem rest thought regret stereotype stereotype stereotype stereotype stereotype stereotype stereotype stereotype rest thought regret stereotype stereotype stereotype stereotype bleed hold fool think become hate label hate label hate label hate label blame fell fool think become hate label hate label hate label hate label become hate label hate label hate label hate label different different big stereotype stereotype stereotype stereotype knew different different big stereotype stereotype stereotype different different big twice really really really really stere stere stere stere stere ere ere barely twice really really really really stere stere stere stere ere ere really really really really
  하트스토밍 (heartstorming)  ,별을 좋아할래 달이 좋았지만 (Get to a star),
  영호  ,예쁜줄 몰랐어,
  신혜성  ,The Days (Duet. 이민우),story day story day story story day stay stay stay forever forever forever
  Rotimi  ,Netflix And Chill,netflix chill netflix chill netflix chill netflix chill netflix chill netflix chill man head morning leg oscar juicy pussy ike tina satellite motor bike right kid price play nothing baby trick nothing girl netflix chill netflix chill netflix chill netflix chill netflix chill body love time nowhere movie show switch position mission trick bed kitchen netflix chill netflix chill netflix chill netflix chill netflix chill netflix chill netflix chill call call say bore wake perform drip hop get ride suck kiss rub hit till cumming stunt tell come chill call call say take say make tell win take see slow baby give get think start end tell want give wish call call call call last extra high fisher naked many magician netflix nowhere
  도은 (Ray.D Gracy)  ,Let`s Get It Started,baby baby phone party lady sweetheart love baby girl love tonight baby please love tonight baby let right lady night baby love tonight baby please love tonight baby let baby please love tonight love tonight let hair put make stay please let feel right let feel right get start say girl let feel right let feel right get start tell tell tell tell let feel right please let feel right baby pretending girl long long pretending girl baby baby baby
  Seinabo Sey  ,Younger,conclusion illusion assure end confusion bidder darkness redemption answer mind heart stay way assure way dream asleep cause wish soul sell tell get tell ask leave get get get get get get fight get love wonder leave hang linger lose find forget catch fall get babe get get get get get get get high light young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young well well around well
  Ali Gatie  ,Say to You,hate rain day day rain fall everything okay love everything okay love someone home side something everybody hate rain day day rain fall everything okay love everything okay love homies think baby problem baby everything okay love everything okay love feel love feel remind say switchin trust say switchin trust love use leave hide feel love feel remind say switchin trust say switchin trust trustin tell think play think save drive think help stop play think save drive say switchin trust say switchin trust happy empty happy crazy crazy anymore still lately even lately even else alone alone even lie anymore still lately even lately even still still lately even lately even
  James Brown  ,Living In America,coast overload wheel destination way eye eye station station living hand hand nation living celebration rock soul smokestack fatback mile railroad track night radio runnin rock roll soul night diner coffee roll line line everybody overtime living eye eye station station living hand hand nation living celebration america help minute land name orleans orleans city city dallas pittsburg pittsburg york city york city city city atlanta atlanta chicago living america living america state line america living eddie murphy heart living america eye eye station station living america bare self living america get knock coast get feel find live get keep walk take work get look find hit live make eat hit say super easy transcontinental america america america many black hard fine hard america america america america promised old familiar new new detroit new new america america prime america nice good anywhere slide far somewhere anyway
  테일러  ,Ice,feel icy ice icy ice icy ice icy ice icy ice icy ice icy ice icy ice feel really
  준케이 (JUN. K)  ,이사하는 날,
  라쿤  ,비밀은 없어 (Feat. Hami),
  차우 (Chawoo)  ,주르륵 (Feat. 전태원 Of 마틴스미스),babe
  리사  ,넌 좀 맘에 들어 (Date Mate),kiss
  MADDY (매디)  ,Shining,cloud night heart name time something sugar neck eye dance neck eye beat control eye floor song dance neck eye dance neck eye dance neck eye neck eye cloud rise get walk know call make realize desire admit take watch shin kiss catch catch get keep dance keep hold bear bring say watch shin kiss catch watch shin kiss catch catch catch rise get high thousand deep slow high lose tight high high high maybe almost already scare together scare scare
  정기고  ,My All,name heart life breath light heaven day night please dream side nothing think petal eye bye life breath light day night please dream side nothing sympathy day night please tear stay dream side nothing nothing everything hear hold leave love stay fly hug wait leave love stay want know leave please love stay beautiful alone flower good beautiful alone much beautiful sometimes alone ever ever sometimes lonely away ever alone
  초코와 바닐라  ,Mama`s Calling,mama mama mama mama mama call call call call call
  ORTER  ,"과속방지턱 (Feat. Always, gotten)",eye morning rest eye weather sunglass face god god accel eye stop stop sport mode goosebump ghost roll sport mode goosebump ghost roll sport mode goosebump ghost roll sport mode goosebump ghost roll feel see take feel make stop make stop make stop feel get get get get girl nice stop royce royce royce lonely
  한기란  ,파도,please please please please please please please please
  Whitney Houston  ,I Know Him So Well,nothing situation moment time man end security fantasy freedom one life one side world gap man start end security fantasy freedom prevent want look win tell take understand look play learn fell know fall take understand good perfect wrong much long least good good fine fine mine little wide much young least good good fine mine fine fine mine little eternally never yet far far differently well well completely still differently ever well apart well well
  Jazmine Sullivan  ,Dumb (Feat. Meek Mill),please night hood day game dumb baby dumb dumb care heart regard doin day game dumb baby dumb dumb right wife chick trippin hood trip party hurt pain fame nigga home shit hoe lane ride tear mean nothing insult lie time cause head beg cause dumb baby dumb dumb stop lie think foolin look look look think foolin hear love remain come explain let steal let die hold come win please stop waste tell win miss baby right right last least good old past smart dumb dumb dumb dumb dumb dumb ungrateful unfaithful past smart dumb dumb dumb dumb dumb dumb old single dumb dumb dumb dumb dumb dumb right still still never
  GILLA  ,fragments (Feat. 원혜인),one love cry love goodbye win win love sometimes somehow alone
  Pink Sweat$  ,Honesty,baby afraid love cause rush girl dont game patience share flaw thinking love cause thing baby bag shit share flaw thinking love cause say fall reciprocate tell guess say come let know tell happen let say run tell get unpack say come let know tell happen let wrong full wrong deep sometimes away deep sometimes
  Koffee Brown  ,Qualified,spot girl back cause feelin game see flippin pack thing carat ring lot drop money thing ring thing lot pain bit lust everytime nothing forget spot girl back cause feelin game spot girl back cause feelin game platinum neck beggots kid club spot marriott anyone hell bail lover someone let spot girl back cause feelin game spot girl back cause feelin game stay tonight one stay tonight one stay tonight one stay tonight one stay tonight one forget call get know call verify forget get come relax ask get take cop tell see trust call get know call verify forget get come call get know call verify forget get come use flex put refuse blow tell take post find feel keep chill let know take forget call get know call verify forget get come call get know call verify forget get come qualify come love qualify come love qualify come love qualify come love qualify come love good rough real niggas artificial little kiss good rough real good rough real lex real baby good rough real good rough real right right right right right enough right aside baby really enough right aside enough right aside even finally enough right aside enough right aside
  소울라이츠  ,Leave Me (Live Ver.),yes boy leave leave leave leave leave leave leave leave boy boy
  EachONE  ,"아닌 건 아냐 H-A-N-N-A (Feat. VEN, Deepflow)",baby baby
  IASU  ,Children of the Sun,child sun father dream passion time dream wing wax flight sun wing sun none sun sky water air star sun invitation game fun bear realize take plan fall seize drink breathe hot hot hot hot open finally finally much apart much still eternally forever
  Boyz II Men  ,Luv N U,eye knee lip name thing place fact sure something top top place ebony lovin vin ecstasy composure tame place fact dusk dawn afternoon top top place ebony lovin baby love cause night top top place ebony lovin vin top vin top top place ebony lovin vin tell read say haunt see suppose love love get explain see suppose love love get get love love love see suppose love love love love see suppose love love familiar good livin open shame familiar sure good livin enough enough mine good livin good livin even instantly rather lust still instantly rather longer together even long instantly rather instantly instantly rather
  Lui Peng  ,Casual Lover,couple year kinda glad fear friend someone issue thing couple lover lover somebody friend love lover lover lover fun none pain sun none rain everything proof pudding sugar evident night affair hair smile thing couple lover somebody friend love lover lover love casualty reality commitment cause someone bed good wannna stranger shoulder thinsg lover somebody friend love lover lover know hurt get touch kiss hop help wish take pretend make want get outta say take pretend love lie look try say wake love let closer take pretend past blur yous casual casual casual casual casual sense gentle yous casual casual casual casual casual free sorry yous casual casual casual casual never still else well together together lover somewhere else right together lover
  마이네임  ,잊을게... (Outro) (With Hwanhee),
  Brandy  ,Angel In Disguise,angel god work angel disguise hurt pain hurt pain mistake angel love see baby love disguise heart day rain disguise heart day rain way name eye lust sleep name friend rain disguise heart day rain disguise heart day rain day clue thought suspicion attention game please rain angel disguise heart day rain disguise heart day rain music stop drop rain heart music stop drop rain heart disguise heart day rain disguise heart day rain disguise heart day rain think fool cause come leave find misplace fell break leave fell break leave find strange say deny cause call know begin fell break leave fell break leave seem meet foolin bring fell stop fell break leave fell break leave beat beat fell break leave fell break leave fell break leave precious fake true right familiar doin lost tear tear always never never importantly still still somehow still somehow still quite angel somehow still somehow still somehow still somehow still angel somehow still somehow still still somehow still
  Con Funk Shun  ,Ms. Got-The-Body,curly lock lot lady baby time freak candlelight mind kinky lady baby time body wine body girl body lady body love night fellow sheer undertakin heart mine others thing name body girl body control mind body lady body love body soul body body lady body story story girl sugar spice time lip candy sweet lovin kind talkin world sea sea time mine body girl body control mind body lady body love body freak body body lady body love body girl body body lady body love dress get get get get delight make find love hit get get get get get get get rock roll get get mine give know know shin take make get say get get get get get love see get get get get get get long black fancy foxy dynamite sweet cold fine little sexy friday clean fine callin fine little sexy first little sexy love sugar nice freak much good lady fine little sexy little sexy hot little sexy pretty pretty pretty twice pretty pretty pretty
  OLIVER (올리버)  ,FLY UP HIGH,night hand light sky bottom top mountain shadow countless question mind baby tonight love time look eye fire place light thing nothing let rainbow sky mountain shadow countless question mind baby tonight love time fly hold start run touch find light walk fly fly get make find jump light walk fly fly many light young high high high high right smile many light young high high high high ever far away never never right forever ever everywhere far away never never right forever ever
  프리멜로  ,너는 어떤지,
"  Shanice ,  Johnny Gill  ",Silent Prayer,prayer night prayer baby moment think dream paper news breath pray sweet baby baby prayer chorus prayer prayer prayer prayer prayer prayer picture sunset hand hand promise road cause breath pray sweet baby baby prayer chorus prayer prayer baby prayer hour prayer chorus shake watch get know take walk plan plan silent silent right okay silent silent silent silent silent silent silent golden okkay silent silent silent silent silent soon
  dvsn  ,In Between,whatcha comin baby sayin day time star time secret trust crazy shit promise let clothes nothing nothing feeling nothing baby heart cause truth feelin promise opinion change thing let world clothes baby nothing nothing feeling nothing tell let start sorry take grant take plan tell keep start keep promisin close open take stop get think love know handle love watch keep make get win get shut take stop get think love right whatcha universe big hunna vulnerable common sorry careful fragile mean hard nothin honest really apart really even forever else
"  George Tandy, Jr.  ",Gravity,know baby baby gravity gravity gravity gravity babe baby gravity gravity gravity gravity babe baby baby gravity gravity gravity gravity babe fall fall call call call call fall fall fall call call fall call call fall fall fall call call call call fall wish wish wish wish wish wish exactly exactly right right exactly babe exactly right right exactly exactly right
  Jo.Ddem  ,빠른 차 (Feat. On Air),name ddem mustang swag man lady wallet worry thing babe babe charge let party need charge recharge fondue song wallet worry thing babe babe charge let party need charge recharge mustang baby ride horse lady line hong kong ticket fun charge let party need charge recharge charge let party need charge recharge get bling give recharge let zip bling give recharge let get get chill recharge let need recharge let fat best pong fat best lady ever ever ferrari heaven
  Root37  ,Shower (Feat. Blaqk) (Prod. Root37),baby cream champagne soju shower baby cream tower piece piece peak everything baby cream flower tower make flower feel get make flower clean clean shower tower shower flower black white clean shower tower shower sometime
  Cody Chesnutt  ,`Til I Met Thee (Album Ver.),honey man stranger land til thee stroll country road babe search love baby nothing heart baby man man minute stranger land til lord man man man lord lord stranger land til verse call role jade eye help lord heal lord healing shore man stranger land stranger land darkness sense direction affection stranger danger stranger land stranger land stranger land darkness sense direction affection darkness sense direction darkness sense direction affection darkness sense direction darkness sense direction meet take look find need need fall knock knock meet meet felt move burn know felt felt approach say say walk kid wait see say walk kid wait see walk kid wait see walk kid wait see walk kid wait see walk dead asleep foreign verse pure dead dead foreign thee dead dead dead asleep foreign thee second perfect full dead dead dead asleep god foreign foreign foreign foreign foreign first asleep never well
  Cassie  ,Miss Your Touch,touch night touch night reason sleep night goin mind baby time thing baby way tonight touch night night chill situation time baby touch night baby night chill hold tell change explain feel please please know chill chill tonight get work make tire chill tonight best little baby tonight hard anxious alone tonight sometimes really baby baby
"  Usher ,  Zaytoven  ",Stay At Home (feat. Future),time time chorus til til lettin lettin feeling way way way usher cash truck brain truck vibe coast drip raincoat mexico hotel suite fashion show jameson answer nigga cancer ring cassius champagne water team time hard imagine juice walk water berry booze something tax screenshots rule lot crew bridge money money need toast future ghost ghost look boat phantom boat karat rope karat dope dope fur coat fur coat friend foe bank account goal water cold cold fire department dope dope money right pluto timing cause condone condone rock home home hook future tell tell neck wrist finger lettin lettin feeling way way way chorus future usher water cold cold fire department dope dope money right pluto timing cause condone rock home outro home need home stay home drive drive texting texting fugazi mhm fugazi hit hit stay commit perpetrate get admit starstruck think put think pull tokyo kill put pop karats scheme believe bright see start record get prove save break slow boast ride ride feel feel put put choke play play play hunnid set drip leave leave call burn burn get tell lie get start keep keep drive drive texting texting fugazi fugazi hope hit hope hit stay commit perpetrate drip leave leave call burn burn get tell lie get start keep keep stay big double crazy crazy fugazi ambitious much cautious lambo main much paris good livin lavish much jealous whole fast verse floatin floatin phantom rope new future perfect crazy crazy fugazi ambtious perfect usher zaytoven usher daily daily never soon usher fast never already already daily daily already
  John Legend  ,No Place Like Home,verse baby wait december smell cinnamon pine christmas timber light party carol everything one chorus cause place home christmas cause place home post chorus fireplace movie feast king castle place party dancing carol everything ball chorus cause place home christmas cause place home bridge christmas vow christmas house home world year chorus cause place home christmas cause place home place home place home christmastime place home place home baby feel home feel place home place home cooking meal take hang sing get call let fall snuggle get love watch cook get let fall snuggle get love make leave let fall snuggle get love sing home late fairy christmastime snow snow good christmastime favorite sacred christmastime snow snow good christmastime beautiful christmastime snow snow good christmastime outro christmastime christmastime christmastime good good right else right right enough
  V.O.S  ,소중한 사람을 위해,
  Jeff Bernat  ,Situations,way tonight body dress day beauty girl round shy lie guy patron hennessy guy way girl hand body stay cliche place girl round shy lie guy patron hennessy guy girl let escape vibe awake left round shy lie guy patron hennessy guy round shy lie guy patron hennessy guy dress look look grip girl amaze take fascinate intoxicate get entertain look tell tell kinda get try sip use tell take dance tempt tempt get grip tell get kinda get sound bring tempt tell tell kinda get try sip use tell take wait tell see tell tell kinda get try sip use tell take tell tell kinda get try sip use tell take whatchu pineapple whatchu whatchu pineapple late wide whatchu pineapple whatchu pineapple pretty probably maybe sway late probably maybe longer probably maybe probably maybe
  새모 (SEMO)  ,Usual Day,place push away
  와인루프 (Wine Loop)  ,Fake Friends,walking lane friend man story walking lane friend man lane friend man fake worry fake worry walk fake worry everyday everyday
"  slchld ,  whoosh  ",Bellflower,time someone love everything conversation girl space something tell conversation girl space something tell get discussion anyone family reason time conversation girl space something tell conversation girl space something tell get recall back need mean recall back need mean keep love heat tell seperate recall back need mean recall back need mean long healthy bitter mine fine last sure first sweet complete first sweet complete real mine much sure first sweet complete first sweet complete long sometimes even maybe
  박재범  ,I Like 2 Party,shorty baby girl baby baby baby baby girl baby baby baby baby girl facebook twitter baby baby girl kiss know know know litsen shhh listen girl shhh baby shhh
  SG 워너비  ,내 마음의 보석상자,
  Mary J. Blige  ,Grown Woman (Feat. Ludacris),michael kor valentino yves platform lip way carpet look manikin wait lookin police fdn fire woman baby callin callin callin callin callin callin sister love woman brother love woman love woman love woman jean baby cause lady cause woman mystery cause everybody grab callin callin callin callin callin callin callin callin luda love wit woman home cookin moan break dawn lil lady street home whoppin jeweler chain diamond everything mami master get exercise wit thigh body boy guy night candlelit blow show show need venture yep woman man keep right keep keep keep right keep keep keep right keep keep keep right need sister love woman brother love woman love woman love woman mojo mojo mojo mojo mojo mojo mojo mojo talk baby grow talk baby grow talk baby grow talk baby grow get put get keep callin keep keep keep callin keep get get get get get get get get get get tell tell daddy tell mama cover show see see buy baby keep keep keep keep keep keep keep keep stay get know make hit accessorize get memorize scar putrefy handle dismantle manage get banish make keep keep keep keep keep keep keep keep get get get get get get get get get get tell tell daddy tell mama get get get get get get get get get get get get laurent full sable good cha grown keep baby baby baby grown grown grown grown little somethin grown sexy baby baby baby grown stunnin sweet lovin grown flawless white stylish sexy lil scramble late grown grown keep keep keep keep keep grown grown grown grown always back back back back back
  Ciara  ,Goodies (Feat. T.I. & Jazze Pha),lady gentleman suki dem goody goody pookie tuki gurl get tha wall dat part fall hit stamp nuff gentleman attention ciara game come wit yall play ball dranks gale zale girl girl baby lookin dough way goody goody jar benz home wit nookie cooky rookie wit way goody goody jar way goody lock locksmith key box drop tahiti shoe sock jamaica poppin bottle yacht miami hustle stop workin look payin goody boy men get numba story play callin goody goody jar goody goody jar matrix missin play put cup send look think spend gettin bein get bet get win bein get feel hit dumb bein get bet get keep get see give keep insuating call changin respect get get looky looky ball young young sexy independent dramatic hot bothered lookin goin sexy independent dramatic slick dramatic hot bothered lookin hot next grand nigga hot many top layta hot bothered lookin hot bothered lookin back maybe still already maybe maybe back maybe maybe
  Beyonce  ,Listen (From the Motion Picture `Dreamgirls`),listen song heart melody listen sound release time dream cause crossroad home home whats mind believin feelin voice someone someone dream onwards cause crossroad home home whats mind believin feelin voice song heart melody start believin feelin voice ownn begin find come hear push turn win try try say know make follow give get find listen think die hear push win try try say know make follow give get find movin win listen complete make follow give get find complete deep listen free aside listen aside alone sooo long alone
  Keith Sweat  ,One On One,light light light thing toe light light light light light light light light light light light light light light baby girl body phone see call right love night break dawn night baby night break dawn night night baby bend toe shame game time crime night break dawn night baby night break dawn night baby turn touch feel knock get make love love make love touch take love make love love make love love little low low low low low want right makin good dont aint close long till long long till long lady long till long long till
  유영진  ,그녀를 일으켜라,tonight boomshot playaz air tonight boomshot playaz crunk tonight thing rhyme happenin way thing superstar eye rodney joe cooley cat tonight boomshot playaz air tonight boomshot playaz crunk tonight ground dayz sho grey dissipate baby baby baby baby tonight boomshot playaz air tonight boomshot playaz crunk tonight come forget win remember everlasting represent know tremble remember sing relate worry tonight high tonight tonight high funny shit real tonight high tonight tonight high bright clouds tonight high tonight tonight high back around lately quite even truly duely never late
  Summer Walker  ,Playing Games,whip job shopping paris gucci phone kiss issue club boy chorus name name thang kind shady stop playing game game line mind cool word action satisfaction action front friend work picture work chorus name name thang kind shady stop playing game game game game game game track buy get ask take drape ask pick ask show want stay want show win act call play hit match give post quit talk win win act call play get sailing baby bad flex baby outro ever overseas ever ever never never long really really london
  최현웅  ,"반달 (With 신동찬, 송현아)",
  양다일  ,또라이,girl girl
  C-Young  ,Beautiful,baby baby baby lie lie time baby baby baby lie lie time time tell tell tell beautiful beautiful beautiful many beautiful beautiful beautiful beautiful many beautiful many beautiful
  백예린  ,스며들기 좋은 오늘,
  세이  ,Lovin,baby baby lovin lovin lovin lovin lovin lovin lovin streamin baby wat baby lovin lovin lovin lovin lovin lovin lovin lovin lovin lovin get baby wat get lovin lovin lovin lover lovin lovin free lovin lovin
  NCT 127  ,백야 (White Night),sleepin night night face voice sleepin night sleepin night night night night night night night night eatin nice eatin nice eatin nice well long long well long well long long long long long long long
  Diana Ross  ,Ain't No Mountain High Enough (Edit Version),baby mountain valley river baby matter matter name hurry cause baby mountain valley river day day vow way cause baby mountain valley river love way heart mile hand mountain valley river wind rain winter cause goal trouble send baby matter matter name hurry cause baby mountain valley river call call worry keep get babe remember set tell count make keep get babe help keep get babe stop baby call call worry keep get babe listen low wide low wide low wide alive double low wide double low wide high enough far high enough enough enough always high enough enough enough apart ever fast high enough enough enough ever far high enough enough enough
  Diana King  ,Find My Way Back,way way life thru way matter way way way ocean way lord yesterday life thru way matter way time life sweeter friend thing arm life thru way matter way way matter way way way way find find find find find find mean foresee find find turn believe find find find find find find find whole whole wish much alive whole back back back back back back never back back back back back even back far back back back back
  정기고  ,HEY BAE (Feat. 팔로알토),let baby step step get get get get get get get get ride ride give get get get get slowly finally
  George Nozuka  ,Such A Fool,clock morning friend club girl surprise hello attitude girl name girl act way game pain beauty eye fool girl sorry something point view baby baby baby baby clock morning girl tune song guy brain baby guy someone life baby guy fool girl sorry something point view baby baby baby baby minute girl mind start heart heart fool girl sorry something point view baby baby baby baby fool girl sorry something point view baby baby baby baby chill hang walk catch say pull give tell live let let think say mean fall drive take change sing kiss grind get think say mean fall drive let find think say mean fall drive think say mean fall drive rude right shame tonight tonight lately crazy different muted lately crazy lately crazy lately crazy aside politely never never still always long already never never still always always never never still always never never still always
  Mary J. Blige  ,Seven Days,someone eye surprise face game truth dare place love day love thing chorus friend mine tuesday game wednesday thing friday saturday sunday friend friend way none friend love choice address choice chorus thing friday thing sunday love tuesday game sunday chorus search look look play want stay think fall kiss know think believe make monday play come want kiss make love wreck find ignore become risk get make think friend doin get make come want kiss make love make play make love obvious thursday good thursday monday sweet sweet never never never together away back much already never together lover back
  ELO  ,Parachute (Remix) (Feat. GRAY),baby wee charm foot mayday parachute parachute parachute mayday hand baby tonight girl watch step charm foot mayday parachute parachute parachute mayday hand baby tonight girl baby smile turn parachute parachute parachute mayday hand baby tonight girl parachute mayday hand baby tonight girl parachute fall fall fall fall fall fall bring stop take get get take get get give get get give fall fall fall fall fall fall bring stop take get get take get get give get get give see get get take take sweet suicide tonight sweet suicide tonight tonight tonight away away
  안메론  ,같이 해줘,let let
  용대  ,착각,day day watch day day beautiful beautiful
  애즈원  ,Don`t Go Away,lover lover lover lover girl girl forget forget forget forget away away away away
  Mary J. Blige  ,Missing You,kind thing goin goin goin goin night baby love chorus missin body soul control love tellin bit nobody dream time touchin love chorus god head tryin one tryin understand way love want miss miss miss miss miss miss kissin makin get love get hurt somwething let infatuation nothin tween crazy achin least amused chorus yet still else
  SWV  ,Love Unconditionally,type cause think holdin fear bout love day standin keep one someone one someone frontin type cause everything way ups night tear soul thing matter joy pain one one someone one one someone reality dreaming cause heart one someone one someone one one someone one someone say love get win control come know love love receive give get give live break love love wait love love love love searchin naughty let little lonely dryin dead cryin never always never back especially really unconditionally unconditionally really unconditionally never even never back really unconditionally really unconditionally right really unconditionally unconditionally really unconditionally unconditionally really unconditionally unconditionally really unconditionally
  이슈메이커  ,빗속에서 (Feat. 반하나),baby love baby love rain rain goodbye love baby love rain hello rain love love rain rain love love rain rain love love love love
  Sam Ock  ,Rollercoaster (Feat. 주헌 (몬스타엑스)) (Remix),honest human truth time thing pain cause life people complain thing end home home let time cause time cause matter rollercoaster hello wassup man stay man time cause time cause matter thing course life fall way eternity heaven jesus truth smile face yes home home time cause time cause matter say see feel bless let let let keepin know get stay leave say keep come come let let easy many bad bad bad bad til bad bad really really alone together together sometimes back back together
  Babyface  ,When Can I See You,heart beat pain tear sense heart beat someone sense heart beat sense baby heart beat end run get begin say make begin suppose babe see say make see say make see someday ever breathe still truly even breathe even breathe babe
  JUNIEL  ,삐뚤빼뚤(Acoustic ver.)(Feat.상재),
  크르르  ,우리 조금은 서툰 마음이더라도,eye eye nothing eye eye nothing eye eye nothing leave
  The Pointer Sisters  ,He`s So Shy,something move breaking boy eye yes night nothing time thing heart start time quality boy eye day die boy eye day saw stand long speak dare whisper smile turn tell say know want catch let get hold felt take take make mine attract catch till catch say till good shy shy sweet little shy shy good right glad shy shy sweet little shy shy shy shy sweet little shy shy shy shy shy shy first inside carefully much gently ever still right never
  솔플라워 (Sol` Flower)  ,삼년째 열애중,
  Lauryn Hill  ,Everything Is Everything (Radio Edit),everything everything winter spring change everything everything winter spring change word everyone youth accept deception truth game rule rule astray everything everything everything everything winter spring everything everything philosophy tongue street baptist linen beginning practice atlasi begat flipping ghetto mattress rapper slash actress cleopatra graffiti tomb tomb serengeti rhyme mind sister betty boogie spar star constellation conversation adjacent fear roll cherubims coliseum mixture hip picture everything everything winter spring change dream thing one fail situation tomorrow seed everything everything everything everything winter spring everything everything winter spring change mean come mean come write win play make make lead let tell come speak beat extend match take come king nassau develop mean come stop fall let love make grow let tell come mean come confused confused drum abyssinian fine dirty powerful nefertiti ready heavy little human scripture negative positive touch slow top convinced good dedication eventually eventually instead even easily possibly eventually eventually
  Tom Tripp  ,These Days,time phone hold note reason kuz wave day patience day sign code stain soul note card table pre kuz wave day patience day stay get take give leave ride run give replace think let know think let know send give betray leave take think put ride run give replace think let know high wine fold never alone even never even
  Lucky Daye  ,Roll Some Mo (Remix) (feat. Ty Dolla $ign & Wale),lust love buzz rush slumberless slumber patience ally mine mind heart sleeve access beat time right eye hibernatin gummies feelin god crew playin daye roll thing night half pay stub move course room paris crash life eye eye rush touch baby wait change number nigga blowin phone phone paper cone girl patron tron ice drink girl girl brand bag louis boot chanel chanel mouth window twenty rack spent image cartier tiffany tonight memory hittin note melody color color others others others eye eye eye eye rush rush baby roll roll roll roll equip get get catch spend attempt see find shit hurt hurt hear fly take get keep cool catch unprepared roll scar love fake make improve stay lay make fly make leave roll know feel hol get ball tire blowin roll teach stuff drink give tint buy make get say see leave know feel feel roll scar scar scar scar lil whole whoever bad best bad important steady lucky real afraid use high sure imagine automatic lavish high simple casamigos hot hot new tint celine tiffany high bad jealousy jealous true high high simple touch simple touch even enough closely shout ever hell still sometimes
  DEUL  ,시계 (Feat. SOMA),fool hurt fool fool fool never
  마이큐(MY-Q)  ,Lovers,bye good
  BIGBANG  ,Together Forever (눈물뿐인 바보),baby girl thinkin feelin help word sunshine life girl life girl hangin crew love baby blessin thankful love thirty pick park sunshine life girl life girl hangin crew love baby blessin heart way name girl one baby love everyway matter baby bottom top way way extacy name route world baby lotta love comin love push life girl hangin crew love baby blessin put tear lem tell come run everynight mean callin tear let tell come run everynight mean say make take let get shove come run everynight mean searchin everyday much sprung good searchin everyday much sprung bein listen cho sayin baby freakin true everyday thinkin searchin everyday much sprung nothin ever apart chasin together forever nothin ever apart chasin together forever heaven everyday softly south long ever chasin together forever
  Laibac  ,We are,baby beautifull valentine eye life everything hert life baby love wonderfull drinking cooktail iook light life everything hert day night wonderfull love wonderfull day song life wonderfull life everything hert life baby love feel beautifull know beautifull beautifull beautifull good beautifull wonderfull wonderfull shine beautifull beautifull beautifull wonderfull beautifull
  Laura Izibor  ,Mmm...,everything world word everything alright boy mmmm light dark home faith love help make say sing guide guide boy seem breath sing simple crazy baby free little easy
  EXO  ,I See You,give give give give give give give give give give give
  Brahny  ,Paradise,cloud place something right night side eye mine crazy peace mind thing truth something right night side eye something right night side eye sun wherever run paradise sun wherever run paradise fall soar pour put sunset mesmerize lose feel try sunset mesmerize sunset mesmerize save rise give feel take find save rise give feel take find blue fool foreign paradise paradise mine paradise mine favourite warm patient favourite warm patient long long long
