artist,title,English_clean_lyric
  Big Red Machine  ,Gratitude,well well chorus well well lord well well well better fuck well better fuck ah long way well better fuck well better fuck ah leave lone verse well two lines em pairing em cost well two lines em well ya better put fuss well wide awake whoo chorus well better fuck well better fuck away well well ould bet fortune tugging bed foreground well well well tugging bed foreground verse well big bean field palm hand palms decimation glass glaze lay dead well six whole fucking nations knows lay well baylta patch one slap slain sleigh bread dont even cost bread mast head bed even made swing side caped well indians graveyard built top well wan na comprehend hard give way ah verse really know happened clamped winter pass would bet coat highway pass every lil young ripple slapped back well wan na comprehend said overpass young thing chad sweater back said known love attacks known couple lovers quarterbacks see see hon two chorus well well well still water
  FTISLAND (FT아일랜드)  ,The Way Into You,wan na miss wan na hold wan na miss want baby wan na see smile wan na see smile wan na see smile
  John Mayer  ,Comfortable,remembered time market snuck behind jumped shopping cart rode isle looked behind smile back crashed rack full magazines asked us could leave remember went wrong last september thiugh sure remind love comfortable broken sleep new girl still getting used friends approve say gon na good throw high fives says bible reads prefers use profanity mouth dirty life party swears artsy could distinguish miles coltrane love comfortable broken perfect flawless say hey say thinks see smile fakin poses pictures taken loved grey sweat pants makeup perfect love comfortable broken perfect flawless impressed want back
  James Vincent McMorrow  ,"Cavalier (Live At The Theater At The Ace Hotel, Los Angeles)",speak dust settles specific place light refused go drink cast iron plate instead cold milk offered unripe instead silence considered craven nothing made seem hidden aging soil pure pressed crease mountains become fragrant source stand exotic angle read somewhere would lie still remember cloth hung flexing forest clung half waist high raised arms kicking slightest form remember first love remember first love unrelied called missing teeth favour nickel beach gathering sundial woke hard woke heavy half way stop five whole hours woke hard woke heavy live parts remember cloth hung flexing forest clung half waist high raised arms kicking slightest form remember first love remember first love remember first love
  FTISLAND (FT아일랜드)  ,1분 1초도,
  The Verve  ,Lucky Man,happiness less change something liberty oh happiness coming going watch look watch fever growing know many corners turn many times learn love mind well lucky man fire hands happiness something place standing naked smiling feel disgrace happiness coming going watch look watch fever growing know many corners turn many times learn love mind hope understand hope understand got ta love never die happiness less change something liberty happiness coming going watch look watch fever growing know oh oh oh oh got ta love never die lucky man change something liberty change something liberty change something liberty oh oh change something liberty oh oh
  넬 (NELL)  ,부서진,
  Ben Folds Five  ,Sky High,shattered dawn far long feeling newly baptized thinking want thing end blue sky stony paths meet coffee color sheets looking pale knees cigarette morning beat blue sky last night bar wrong hurting acting polite held pain storms rain like crumpled empty discarded newports box ahh blue sky ahh sky high ahh pawn shop billboard buy gold old dreams fade twist heartache never ended brightness air walking somewhere ask tell knew back blue sky ahh sky high ahh put blue sky ahh sky high
  The Neighbourhood  ,Heaven,something bout baby something bout way ya got shaking like seizure mistaking verse would die heaven could lie forever every night together like whatever really want remind mom make feel like god watching fall chorus something bout baby something bout way ya got shaking like seizure mistaking need ya something bout baby nothing like way get high got heart heaven burning like hell verse happy took chance yeah bless put hands yeah letting put trust yeah spending whole advance yeah know lift ground clouds sun tell ever find babe tell never gon na run chorus something bout baby something bout way ya got shaking like seizure mistaking need ya something bout baby nothing like way get high got heart heaven burning like hell bridge feel like strangled treat like angel show different angles never ever felt way uh leave wan na try stick fine cause love rubbing tell get heavenly outro something bout baby nothing like way get high got heart heaven burning like hell
  Kevin Krauter  ,Full Hand,sometimes feel like guilty pleasure sometimes feel like pleasure face air like trying fool ya surprise fooling glued phone trying hear ya sweat glass burning holes hand wan na believe new communion pour wine taste blood breath till go find easy turn walk away sadness even feels hard handle know reason let fly bending effort wasted hung dry tool shed springing trap cause testing patience surprise head going hell guess killed kindness drank time eating chance moment truth inconvenience peel rind bite fruit hands till go find easy turn walk away sadness even feels hard handle know reason let fly
  윤한별  ,After Winter,
  Kimbra  ,Goldmine,verse move touch two hands find third eye thirsting mud lands well run dry oh passed wind silence white sound always hidden dark night dug cold ground pre chorus goes heart head words said still heart still head hook cause got goldmine mine nobody touch gold mine got goldmine mine nobody touch gold mine got goldmine mine nobody touch gold mine brimstone fire nobody touch gold mine verse burning furnace fire third eye find surface rises war cry pre chorus goes heart head go get past words said still heart still head hook bridge runnin gold rush runnin river hey speak loud keep hushed cause delivered ooh hook outro got goldmine x
  버즈  ,일기 (Acoustic Ver.),love
  Testament  ,Over The Wall  ,prisoner trapped fear ordered rest life condemned jail cell seen life years escape way restart life self destruction climb wall dark construction holding quest freedom beckons sanity gone patience growing weak need get hold stare wall right time come escape must occur night restart life self destruction climb wall dark construction holding quest freedom beckons stand way run straight one stop loose ready start torture hell town wall search stop hounds rest till back cell caught try wall go go restart life self destruction climb wall dark construction holding quest freedom beckons wall
  Queen  ,It`s Late (2011 Remaster),say love hardly know name say love candlelight one blame something inside turning mind away oh could love could let stay late bleeding deep inside late sickly pride late even feeling seems steal away late though crying help hear say late late late late way love sweetest love around time trying seem let tell leaving believe true oh know love though know true oh made love tell late driving mad late yes know try tell late save love turn lights late wrong learn right late late late late long long long tryin work got long got long got ta know life late much late staring suspicion eye say game playing saying know reply take tonight making life lie oh make wonder live life alright late time set free late yes know way late let fire take bodies night late lat waters take guilt tide late late late late late late late
  Nick Lowe  ,Cracking Up,cracking getting ready go enough take pills take real escape scares daylights makes nightmare tense nervous everybody around shakin hands sayin howdie l think funny cracking like worn shoe wet world leakin run find pace l laugh wrecking wrecking make shiver make shake make monster like earthquake everybody havin fun l know carry cause f think funny dead night time crack dawn comes upon without warning gunman would shoot tear hair root make knife notion sea ocean emotion l think funny l think funny cracking think funny cracking
  상상밴드  ,Thank U,thank u everyday thank u every morning thanks lover thanks father thanks mother love way love thanks sister thanks brother thanks love dear mama thank one true love get morning thanking heavens yo take look around want see goin like want know goin like thank u thank u say love say love thank u everyday thank u every morning thanks lover thanks god father thanks music forever life unconditional love never deserve gave gave world full hate malice indeed saved lost soul helped child need never chance take look back see realize fact look sky sometimes ask someone like could fly without thank u thank u say love say love say love say love thank u everyday thank u every night thanks life
  Bob Dylan  ,Positively 4Th Street,got lotta nerve say friend stood grinning got lotta nerve say got ta helping hand lend want side winning say let know like hurt show say lost faith faith lose know know reason talk behind back used among crowd take fool think make contact one tries hide know begin see street always act surprised say good luck mean know well rather see paralyzed come scream feel good see heartbreaks embrace master thief perhaps rob though know dissatisfied position place understand problem wish one time could stand inside shoes one moment could yes wish one time could stand inside shoes know drag see
  8mm  ,Opener,sits alone crowded room says someday get soon spoil says remember love must cut going around wrong love dreams scars made much ask win says x marks spot used feel baby right cuz never heals wrong love dreams scars made much ask win wanting enough wanting enough wrong love dreams scars made much ask much ask
  Hello Saferide  ,25 Days,days much much days much much get see get know started conquered backpacker girls newly braided hair mano chao records soon oh worth waiting days still much much much days half hour done writing song oh see mouths moving nod might right time nod even met days ago must low even know slept long days get text saying havanna airport speak start brushing teeth ten minutes later sorry mixd days stupid fuck stupid fuck stupid fuck need come back oh arlanda airport famous flower hand waiting see doors open ing see passengers pouring fresh like gingerbread cookies wearing appears new funky hats see distance someone know well approaching see take step forward
  사랑과 평화  ,어머님의 자장가,
  이승철  ,마더,mother mother mother mother mother mother mother mother mother mother mother mother mother mother mother mother mother mother
  Rod Stewart  ,She Won`t Dance With Me / Little Queenie,stewart rod absolutely live dance little queenie friday night dressed kill fishnet tights wearing redhigh heels boys say cold ice sleep satisfied keep watching across room waiting band play faster tune want number scared ask wan na dance want ass fuck ignoring know wrong dance dance dance dance dance dance dance dance yeah dance come dance dance dance dance dance comes floating street sythesised eyed wearing cellophane jeans practiced art sexuality tongue gets tied try speak got hard honey hurts like hell ask somebody else dance wan na dance dance dance dance dance dance please dance baby dance dance dance dance dance dance dance lyrics available
  Marilyn Manson  ,Warship My Wreck,paper doll fold want noose tied knot fingers locked together total war method objective pre chorus x ever say breaking rules glue back together chorus x scars fingers bruises neck crashin trains warship wreck bridge x cut hands kamikaze soul chorus x worship wreck chorus pre chorus x
  Damian Yonge  ,Parasite,parasite bad apple tree parasite biting hand feeds think life party talk big crumble truth sings friends bunch low life junkies standing excuses holding onto nothing think give break work take take try hide really hitting bars acting like superstar empty bottle idea hell gon na let bring cuz parasite bad apple tree parasite biting hand feeds never gon na learn bridges burn give damn done bullshit making sick hell put para para para parasite para para para parasite para para para parasite parasite twist words till get way mess play expert blame game always something complain big head walk around proud think always around empty bottle idea hell gon na let bring cuz parasite bad apple tree parasite biting hand feeds never gon na learn bridges burn give damn done bullshit making sick hell put para para para parasite para para para parasite para para para parasite parasite perfect never said make mistakes made choices like bad ones lie bed made parasite bad apple tree parasite biting hand feeds never gon na learn bridges burn give damn done bullshit making sick hell put para para para parasite para para para parasite para para para parasite right parasite
  Quiet Riot  ,Cum on Feel the Noize,cum feel noize girls rock boys get wild wild wild wild wild wild think got evil mind tell honey know know think singing time makes money know know anymore oh cum feel noize girls rock boys get wild wild wild wild wild wild cum feel noize girls rock boys get wild wild wild baby say got funny face got worries know know oh got ta sing disgrace hurry know know anymore cum feel noize girls rock boys get wild wild wild wild wild wild cum feel noize girls rock boys get wild wild wild baby come well think lazy time know better know know say got dirty mind mean go getter know know anymore oh cum feel noize girls rock boys get wild wild wild wild wild wild cum feel noize girls rock boys get wild wild wild baby come come feel girls rock boys come rock get wild wild wild gon na get wild wild wild wild gon na get rocked tonight cum feel noize rock tonight girls rock boys get wild wild wild oh yeah ah ah ah woooo ah ah ah cum feel noize girls rock boys get wild wild wild ah ah ah ah ah ah
  MIKA  ,No Place In Heaven,cowboys missing problem already old offended might seem little wrong gay guys gone romance years old heroes dressed gold hoping one day could bold gay guys gone gutter change cuz us gutter looking stars gutter change cuz us gutter looking stars tell good guys good guys good guys gone good guys good guys good guys gone thank rufus thank auden james dean thank emerson bowie dreams wilfred owen kinsey whitman rimbaud thank wharhol thank patience thank porter cocteau gutter change cuz us gutter looking stars gutter change cuz us gutter looking stars tell good guys good guys good guys gone good guys good guys good guys gone gutter change cuz us gutter looking stars gutter change cuz us gutter looking stars tell good guys good guys good guys gone good guys good guys good guys gone cowboys missing problem already old offended might seem little wrong gay guys gone
  Accept  ,Neon Nights,day done night rolls lonely lovers come alive like heartbeat world sin cruising around hungry eyes like midnight train going nowhere fading dreams city penthouse beds sweet love affairs crimes passion pretty man blue beat unseen faces streets neon nights neon nights endless flame neon nights neon nights never change neon nights neon nights endless flame neon nights neon nights red eye whisky lady luck always good friends love pain old stuff always alone end could watching nights move neon nights neon nights endless flame neon nights neon nights never change neon nights neon nights endless flame neon nights neon nights neon nights neon nights endless flame neon nights neon nights never change neon nights neon nights endless flame neon nights neon nights neon nights
  플라워  ,Please,
  Steady Holiday  ,Under The Influence,careful seek strangers oh believe danger poison hand hold command feel little thrill portrait man island strange though speaks migrant long split pieces used fit mean harmony could wrong know know heavens await want change know know heavens await want pray heavens sake pray
  Chicago  ,Question 67 And 68 (Remastered),feeling together oooh suddenly exist meeting minds together oooh happen today somewhere like know tell please tell really matter anyhow thought us happy appears mind beautifully mysterious thing image mind deeply image mind deeply oooh places fade away blocking memories unhappy hours oooh leavin burnin love like know like know tell please tell really matter anyhow thought us happy appears mind beautifully mysterious thing yes baby lovin found within us oooh suddenly exist somehow try make happen oooh natural thing like know tell please tell really matter anyhow thought us happy appears mind beautifully mysterious thing yes baby questions
  Maria Mena  ,Just A Little Bit (US Album Version),little bit stronger little bit wiser little less needy maybe get little bit pretty little aware little bit thinner maybe get clearly clearly remember hiking skirt asking time clearly clearly remember nervous ever confronted questioning head perhaps got better perhaps challenged perhaps little bit stronger little bit wiser little less needy maybe get little bit pretty little aware little bit thinner maybe get clearly clearly remember pulling shirt staring blank ahead clearly clearly remember days useless crying almost feeling dead head perhaps mother perhaps could control perhaps little bit stronger little bit wiser little less needy maybe get little bit pretty little aware little bit thinner maybe get little bit stronger little bit wiser little less needy maybe get little bit pretty little aware little bit thinner maybe get little bit pretty little aware little bit thinner maybe get
  Wittgenstein  ,Dear My Girlfriend + The Pressure (Hidden Track),
  U-mb5  ,"Someday, Somehow  (Feat. Hodge)",walk door mind marching nothing quite explains im falling view feel pain pain felt always knew words never say somehow words would mean nothing alright alright running things say got answer alright alright oh please dont say sorry know fine someday gladly take blame ever take broken things try mend cracks alright alright running things say got answer alright alright oh please dont say sorry know fine someday everything yes alright alright running things say got answer alright alright oh please dont say sorry know fine somehow somehow
  Boy Hits Car  ,Beneath The Seas Bed,lady harmonizing sea bed sea bed sea bed sea bed sea bed sea bed sea bed else place returned seems though tried one ever feel bleeding tide come leave go find enter softly away land pain inside try hide find look beneath sea bed sea bed sea bed sea bed oh ho ho maybe comes underneath surface go listen carefully proclaiming wind carries remember sweet smile remedy one final breath dive worlds become obsolete remember pain alive like bewildered child trying hide tears cried endless fight find look beneath sea pain inside try hide find look beneath sea bed lady oh ho oh everything thought fine everything begin feel inside everything thought know everything come see show everything thought fine everything begin feel inside everything thought go everytime thought go flow everything got know everything start feel show everything start see inside everything got know hide everything alone everything know feels everything know feels fine everything know want one seems understand heart pulled half one final breath sink blue chasm whoa everything got know everything start feel show everything start see inside everything got know hide everything alone everything know feels everything know feels fine everything know want remember pain alive like bewildered child trying hide pain inside try hide find look beneath sea bed
  David Bowie  ,The Width Of A Circle (2015 Remastered Ver.),corner morning past would sit blame master first last roads straight narrow prayers small yellow rumour spread aging fast ran across monster sleeping tree looked frowned monster well said hello said hello asked replied know asked simple black bird happy laughed insane quipped kahlil gibran cried others till day nearly realized god young man said long waved bye bye smashed soul traded mind got laid young bordello vaguely half asleep reputation swept back home drag moral magic spell negotiates hide god take logic ride riding along swallowed pride puckered lips showed leather belt round hips knees shaking cheeks aflame said never go gods turn around go back struck ground cavern appeared smelt burning pit fear crashed thousand yards said turn around go back nebulous body swayed tongue swollen devil love snake venom high said turn around go back breathe breathe breathe deeply seething breathing deeply spitting sentry horned tailed waiting oh oh oh oh oh oh oh oh oh oh oh oh oh oh
  윤하 (YOUNHA)  ,다음에 봐,
  Judas Priest  ,Before The Dawn,dawn hear whisper sleep let morning take outside birds begin call someone leaving lifetime since found someone since found someone would stay waited long leaving oh please take away lifetime since found someone since found someone would stay waited long leaving oh please take away dawn hear whisper sleep let morning take
  Sonata Arctica  ,Running Lights,sunset make night fills road headlights one wilder kind yellow red skyline young man fast car squeezing wheel knuckles white speeding turning sliding drifting deeper bucked seat running lights girl dreams enter night young ones need sleep laughing light keep running becoming color night song radio sings perfect day tomorrow slowly fades away world ends one life time nights young last forever around around clearing smoke days drift away altogether peak perfect times sunrise always ruins night racing one final kiss drifting away touch wheel turn left slide right initial g feel deeper redline screaming louder underneath enter night young ones need sleep laughing lights keep running becoming color night song radio sings perfect day tomorrow slowly fades away world ends one life time nights young last forever around around clearing smoke days drift away altogether night full lifetime nights young last forever around around clearing smoke days away shades time
  Bob Dylan  ,"Don`t Think Twice, It`s All Right (Eric Clapton)",use sit wonder babe matter anyhow use sit wonder babe know rooster crows break dawn look window baby gone reason traveling think twice right use turning light babe light never knowed use turning light babe dark side road still wish something would say trying make make mind stay never much talking anyway think twice right use calling name babe like never use calling name babe lord hear anymore thinking wondering way road loved woman child told gave heart wanted soul think twice right walking long lonesome road babe bound tell goodbye good word yeah say fare thee well saying treated unkind could done better baby mind kind wasted precious time lord think twice think twice right
  Neil Young  ,Are You Passionate?,passionate livin like talk dreamin goin top negative world never stops turnin turnin turnin loving ever get enough everything love never stops comin comin comin soldier fighting sky gunfire kept comin back dove darkness let missles fly might ones kept free prisoner riding truck cleaned public display looked around looked let see soul day scared wish would stop bother hear spirit talk well right yes right working working working
  Iggy Pop  ,Lust For Life,passenger ride ride ride city backsides see stars come sky yeah bright hollow sky know looks good tonight passenger stay glass look window bright see stars come tonight see bright hollow sky city ripped backsides everything looks good tonight singing la la la la lalalala la la la la lalalala la la la la lalalala lala get car passenger ride city tonight see city ripped backsides see bright hollow sky see stars shine bright stars made us tonight oh passenger rides oh passenger rides rides looks window see sees sign hollow sky sees stars come tonight sees city ripped backsides sees winding ocean drive everything made made cause belongs let take ride see mine singing la la la la lala la la la la la la lala la la la la la la lala la la oh passenger rides rides sees things glass looks window side sees things knows sees bright hollow sky sees city sleep night sees stars tonight mine mine let ride ride ride ride oh singing la la la la lalalala la la la la lalalala la la la la lalalala lala
  The Grateful Dead  ,Shakedown Street (Live),tell town got heart well well well never tell sunny side street dark well well well never tell maybe cause midnight dark moon besides maybe dark eyes maybe dark eyes maybe dark eyes maybe dark eyes maybe dark eyes maybe dark eyes know got dark eyes nothin shakin shakedown street used heart town tell town got heart got ta poke around think seen town clear well well well never tell nothin could int rest well well well never tell missed thing start maybe much fast maybe much fast maybe much fast maybe much fast maybe much fast maybe much fast played part nothin shakin shakedown street used heart town tell town got heart got ta poke around since passing way today well well well never tell stopped cause want say well well well never tell recall darkness crackled like thundercloud tell town got heart tell town got heart tell town got heart tell town got heart tell town got heart tell town got heart hear beat loud nothin shakin shakedown street used heart town tell town got heart got ta poke around
  NCT DREAM  ,덩크슛 (Dunk Shot),oh yeah oh yeah dunk shot oh go second guessing jump wait whistle blow make call oh yeah oh yeah
  Pearl Jam  ,"Glorified G (Live in New York - July 9, 2003)",yea x got gun fact got two ok man cause love god glorified version pellet gun feels manly armed glorified version pellet gun x think dumb strength never shot living thing glorified version pellet gun feels manly armed glorified version pellet gun x glorified version always keep loaded x kindred american life comes feel heart ooh life comes feel heart neck life comes feel heart neck like steal heart neck oh glorified x
  도마뱀  ,육면체속의 나,
  Queen  ,Keep Passing The Open Windows (Remastered 2011),life surround around fantasy got ta strong believe forget sadness cause love need know like alone world luck failure wake screaming middle night think waste time bad year start believing everything gon na alright next minute flat back brand new day beginning get sunny feeling way believe keep passing open windows believe keep passing open windows know feels friend without job money spend stranger think suicide one days gon na lose fight better keep danger yeah old feeling keeps burning deep inside keep telling gon na end oh get together things looking better everyday believe keep passing open windows believe keep passing open windows life surround around fantasy got ta strong believe forget sadness cause love need believe keep passing open windows believe keep passing open windows got ta strong believe forget sadness cause love need love need baby love need believe keep passing open windows believe keep passing open windows keep passing open windows keep passing open windows keep passing open windows keep passing open windows keep passing open windows keep passing open windows
  Attack Attack!  ,The Eradication,draw line think walk go ahead tell world make difference coming find coming find coming find coming find time come taking hey hey hey done patient time second chances nowhere run nowhere hide one option come face like man oh coming find coming find coming find coming find time come taking hey hey hey done patient time second chances listen taking hey hey hey done patient time take stand think control well stopped stopped pain coming end pain coming end time come taking hey hey hey done patient time second chances listen taking hey hey hey done patient time take stand
  Earshot  ,Wait ,something wrong trying conquer fears thought gone long dying live world belong chorus wait someone hear wait someone touch wait forever told forever alone wait someone feel wait someone heal wait forever told forever alone verse shown means alone tears cried washed away scars disguise chorus wait someone hear wait someone touch wait forever told forever alone wait someone feel wait someone heal wait forever told forever alone forever alone forever alone forever alone bridge waiting time chorus wait someone hear wait someone touch wait forever told forever alone wait someone feel wait someone heal wait forever told forever alone
  Train  ,Whole Lotta Love,need coolin baby foolin gon na send back schoolin way inside honey need gon na give love gon na give love wan na whole lotta love wan na whole lotta love wan na whole lotta love wan na whole lotta love learnin baby yearnin good times baby baby yearnin way way inside honey need gon na give love gon na give love wan na whole lotta love wan na whole lotta love wan na whole lotta love wan na whole lotta love coolin baby droolin good times baby misusin way way inside gon na give love gon na give every inch love gon na give love alright let go wan na whole lotta love wan na whole lotta love wan na whole lotta love wan na whole lotta love way inside woman need love shake girl wan na backdoor man keep coolin baby keep coolin baby keep coolin baby keep coolin baby
  Maroon 5  ,Moves Like Jagger (Studio Recording From The Voice Performance) (Feat. Christina Aguilera),shoot stars feels right aim heart feel like take away make okay swear behave wanted control waited put show make say kid ego big give shit goes like take tongue know kiss till drunk show want moves like jagger got moves like jagger got mooooooves like jagger need child control look eyes moves like jagger got moves like jagger got mooooooves like jagger maybe hard feel like broken scarred nothing feels right make believe got key get car ride wherever want get inside want steer shifting gears take goes like take tongue know kiss till drunk show want moves like jagger got moves like jagger got mooooooves like jagger need try control look eyes moves like jagger got moves like jagger got mooooooves like jagger wan na know make smile take control night share secret gon na keep nobody else see watch learn show twice head toe ooh baby roll right share secret gon na keep nobody else see goes like take tongue know kiss till drunk show want moves like jagger got moves like jagger got mooooooves like jagger need try control look eyes moves like jagger got moves like jagger got mooooooves like jagger
  Blue October  ,My Never,think time never luck nevermind wan na say name pain starts never luck nevermind chorus dream fault roll flipped like summersault happen never saw forever never stood outside heaven wait time never luck say never mine lost lot never expect ever return tend push till pushing turns hurting burn always take place always wanted go end dancing round clown commands applause show chorus dream fault roll flipped like summer salt happen never saw forever never stood outside heaven heaven inside heaven heaven could dream sleep see sunlight try end losing friend reach relate losing friend go chorus dream fault roll flipped like summer salt happen never saw forever never stood outside heaven stood outside heaven x let heaven
  Crossfade  ,Starless,could watch fall feel anymore soul cut soul adore feel anymore cause run destructive force think somehow got ta see straight got ta get get see get deeper every breath see edge farther every step see get deeper every breath standing edge taking last breath feel like starless ready fade feel like starless hopeless grayed somehow feel like starless ready fade feel like starless ready burn transcend mentally bend handle shit blinded always reminded things wanted never could find part world hate wish end would come faster world disaster see drowning keep head wake got ta get veins got ta get blood got ta get scene got ta get really trying hard get words way fit world things survived pushed darkeer side life life never mine never could take anymore cause always gon na get floor cold gun kiss cause break anymore somehow feel like starless ready fade feel starless hopeless grayed somehow feel like starless ready burn oh starless
  Daughtry  ,White Flag,lost lingering dark hard times know seen one preach one speak know lay burden one hand reaching sky one hand holding life raise raise white flag life moment surrender bury ground die see take bow know got know got know got lot lose surrender pray lord soul take thank god live die another day know got know got know got lot lose raise white flag till found way following trail hurt cause name stranger dirt dragged around kicked around left lyin dead whoa defy lose right take time watch river rise raise raise white flag life moment surrender bury ground die see take bow know got know got know got lot lose surrender pray lord soul take thank god live die another day know got know got know got lot lose raise white flag till raise raise raise white flag yeah moment surrender bury ground die see take bow know got know got know got lot lose surrender pray lord soul take thank god live die another day know got know got know got lot lose raise white flag raise white flag till raise raise raise white flag raise raise raise white flag
  Starsailor  ,Way Back Home,still child overcome evil mind behind bomb lift hearts open minds leave room words unkind still friends overcome evil mind behind bomb waste words already grown gon na find way back home waste words already grown gon na find way back home still friends overcome evil mind behind bomb waste words already grown gon na find way back home waste words already grown gon na find way back home
  Bon Jovi  ,Always Run To You,clock strikes ten streets looking something please since know dark side town another rumbles gone life high side boys got something want man something need takes night satisfy stand accused always run road choose always run stand accused always run run baby always run heart chrome soul steel done white lines know one could steal give gun know feels right let go alone holding tight got something want man something need takes night satisfy stand accused always run road choose always run stand accused always run run baby always run morning comes go sleep close eyes waiting know tonight satisfy stand accused always run road choose always run stand accused always run run baby always run
  Smash Mouth  ,Walkin` On The Sun,joke like buy world toke teach world sing perfect harmony teach world snuff fires liars hey know song spice recipe love attack know went back like fad retracts impact like fashion passion hip got goods come buy stay clique chorus delay act supplies running allow still alive six eight years arrive follow may tomorrow offer shun might well walkin sun twenty five years ago spoke broke recession oppression together toked folked guitars around bonfire singin clappin man hell happened spellbound hellbound fell got back fought back gainst melt kids hippie chicks hypocrites fashion smashin true meaning repeat chorus joke mama handkerchief soaked tears baby life revoked bond broke choke focus close mr wizard perform godlike hocus pocus sit back kick back watch world get bushwhacked news neighborhood attack put away crack crack puts away need babys old enough relate repeat chorus
  Mew  ,Satellites (Radio Edit),swimming fast hone buzz ways could like real silver line oh see fast take last get better wan na breathe sunlight beam wan na girl like swimming fast swimming fast hone buzz ways could know electricity want someone carry oh illadvised desire tulip bell rather satellite picking phone rather satellite picking phone remember sealed unlock never way might movie night suspend disbelief much better see crying none remedies feel could make things matter much right movie night solemn summer rather satellite picking phone rather satellite picking phone picking phone life always home life always home
  Miike Snow  ,Animal (Album Ver.),time world filled darkness darkness darkness stopped dreaming supposed fill something something something eyes see eyes somebody knew long long long ago still trying make mind free tied change shapes hide place still still animal nobody knows slip yeah slip still animal hole tried fill money money money gets bigger hopes always running running running eyes see eyes somebody could strong tell wrong pulling disguise free tied change shapes hide place still still animal nobody knows slip yeah slip still animal change shapes hide place still still animal nobody knows slip yeah slip still animal change shapes hide place still still animal nobody knows slip yeah slip still animal change shapes hide place still still animal nobody knows slip yeah slip still animal
  Warpaint  ,No Way Out,never play game thought done thought strong guess wrong said kept things say loud words rain find way find way find way find find way like take fall like things nothing left follow said kept things fell fell fell like take fall like things nothing left follow say loud words rain say loud words rain find way find way find way find find way
  Damato  ,Angels,know angels fall often baby catch catch catch hit ground ooh know angels fall often baby catch catch catch hit ground ooh heart broken millions times oh yeah looks love wherever finds ooh oh gon na take critique whisper ear ok gon na alright cause coming fast someone got ta break fall voice back head calls know angels fall often baby catch catch catch hit ground know angels fall often baby catch catch catch hit ground oo oo oo ooh oo oo oo ooh baby catch catch catch hit ground wan na take frown turn upside wan na show love talking superman save right stand comes crashing yeah cause coming fast someone got ta break fall voice back head calls know angels fall often baby catch catch catch hit ground know angels fall often baby catch catch catch hit ground oo oo oo ooh oo oo oo ooh baby catch catch catch hit ground yeah us crashing like could mean explosions never co exist without feeling sort destruction oh oo oo oo ooh oo oo oo ooh baby catch catch catch hit ground said oo oo oo ooh oo oo oo ooh baby catch catch catch hit ground know angels fall often angels fall baby catch catch catch hit ground hit ground know angels fall often baby catch catch catch hit ground know angels fall often baby catch catch catch hit ground hit ground know angels fall often baby catch catch catch hit ground hit ground
  Judas Priest  ,Lochness,grey mist drifts upon water mirrored surface moves awakened prescence dispelling legends proof beastly head onyx eyes set coals fire leathered hide glides glistening ascends heathered briar legend lives centuries evoking history memories prevailing eternities lochness confess terror deep lochness distress malingers keep lochness protects monstrosity lochness confess somehow heeds piper battlements call side side ponders impassioned skirl highland lair mystery retains lost world empathy resiliant discovery legend lives centuries evoking history memories prevailing eternity secret lies safe creatures peril decease implores mankind release legacy rest peace
  James Morrison  ,One Last Chance,life mean much anyone lost way go back anymore everything gone tell coz heard people say worth made mistakes nobody perfect guess give try got one last chance get together lose time never try remember used got one chance get together time come change carry like lose friends say given give time speace heal head people say worth made mistakes nobody perfect guess give try got one last chance get together lose time never try remember used got one chance get together wan na misunderstood got take chance make something good people say worth made mistakes nobody perfect guess give try got one last chance get together lose time never got one chance get together lose time never try remember used got one last chance get together got one last chance
  Deicide  ,Behind The Light Thou Shall Rise,disemboweled altar jesus christ entrails pentagram circle spill blood reversing catholic humn invocate onslaught satan master lord lucifer behind light thou shall rise drink feed offering purity bible bleed hell earth achieved thou fail lord satan casting sin pissing crucifix stepping forth creation master lord lucifer behind light thou shall rise walk earth invade pain christians become enslaved never infernal lord father restored blinding priest disbelief revenge onto god sworn
